cod,nome,plan,legis,saude,meioamb,polgen,pop,ida
330550,SAQUAREMA,2,10,1,9,-5,79421,17
330555,SEROPEDICA,8,12,7,8,-6,81260,29
330560,SILVA JARDIM,14,4,3,8,-4,21366,25
330570,SUMIDOURO,-4,-3,7,-2,-39,15070,-41
330575,TANGUA,12,6,1,4,-14,31844,9
330580,TERESOPOLIS,6,8,3,6,42,169849,65
330590,TRAJANO DE MORAES,1,-1,1,-1,-8,10347,-8
330600,TRES RIOS,0,8,3,6,-10,78723,7
330610,VALENCA,-2,12,7,1,1,73154,19
330615,VARRE-SAI,-2,-5,1,7,-6,9861,-5
330620,VASSOURAS,10,4,1,4,-6,35112,13
330630,VOLTA REDONDA,14,12,3,1,15,261522,45
350010,ADAMANTINA,4,8,7,9,-2,34953,26
350020,ADOLFO,14,-1,3,6,-6,3639,16
350030,AGUAI,-2,6,-1,3,-13,34188,-7
350040,AGUAS DA PRATA,6,0,7,2,-6,7942,9
350050,AGUAS DE LINDOIA,6,4,9,-7,-4,18108,8
350055,AGUAS DE SANTA BARBARA,-2,6,3,0,-15,5876,-8
350060,AGUAS DE SAO PEDRO,-2,-1,7,7,-6,3004,5
350070,AGUDOS,-1,4,3,-1,7,36150,12
350075,ALAMBARI,-2,-3,5,3,-10,5356,-7
350080,ALFREDO MARCONDES,-2,-7,7,4,-6,4064,-4
350090,ALTAIR,10,0,1,-5,-12,4010,-6
350100,ALTINOPOLIS,1,-4,9,3,-16,16137,-7
350110,ALTO ALEGRE,-2,-9,9,-1,-6,4193,-9
350115,ALUMINIO,-2,-3,3,6,-12,17784,-8
350120,ALVARES FLORENCE,-2,-9,3,-1,-12,3915,-21
350130,ALVARES MACHADO,-2,6,7,-1,-4,24482,6
350140,ALVARO DE CARVALHO,-1,-9,5,2,-6,4937,-9
350150,ALVINLANDIA,-2,-9,5,-4,-8,3137,-18
350160,AMERICANA,12,8,9,9,-18,224551,20
350170,AMERICO BRASILIENSE,6,2,5,4,0,37165,17
350180,AMERICO DE CAMPOS,-2,-9,3,-1,-8,5916,-17
350190,AMPARO,8,12,7,-1,-21,69322,5
350200,ANALANDIA,-2,10,1,-1,-8,4612,0
350210,ANDRADINA,-2,6,1,2,4,57145,11
350220,ANGATUBA,-1,12,7,8,-8,23666,18
350230,ANHEMBI,-2,4,5,-3,-6,6120,-2
350240,ANHUMAS,-2,-7,7,6,-6,3941,-2
350250,APARECIDA,14,8,9,7,-16,36151,22
350260,APARECIDA D'OESTE,-2,-7,3,8,-6,4468,-4
350270,APIAI,-1,12,7,3,-6,25491,15
350275,ARACARIGUAMA,-2,0,3,-8,-8,19144,-15
350280,ARACATUBA,14,10,5,0,34,190536,63
350290,ARACOIABA DA SERRA,10,10,7,4,-5,30088,26
350300,ARAMINA,-2,-9,9,4,-10,5416,-8
350310,ARANDU,-2,0,1,2,-12,6334,-11
350315,ARAPEI,-2,-7,3,-6,-19,2541,-31
350320,ARARAQUARA,10,12,3,4,49,222036,78
350330,ARARAS,-1,6,3,-1,-28,126391,-21
350335,ARCO-IRIS,-2,-9,3,6,-6,1925,-8
350340,AREALVA,-2,-7,7,1,-10,8245,-11
350350,AREIAS,-2,-7,5,-6,-8,3839,-18
350360,AREIOPOLIS,-2,-1,5,-4,-6,10989,-8
350370,ARIRANHA,4,1,7,6,-17,9095,1
350380,ARTUR NOGUEIRA,-2,6,3,-4,-22,48420,-19
350390,ARUJA,4,4,3,3,-14,81326,0
350395,ASPASIA,-1,-9,3,4,-6,1854,-9
350400,ASSIS,12,12,9,15,0,100204,48
350410,ATIBAIA,-1,6,9,-2,-12,134567,0
350420,AURIFLAMA,6,-9,5,-3,-8,14831,-9
350430,AVAI,-2,-9,5,-3,-12,5210,-21
350440,AVANHANDAVA,-2,-9,3,-3,-12,12307,-23
350450,AVARE,-2,12,3,5,-7,87238,11
350460,BADY BASSITT,4,3,9,7,-6,15851,17
350470,BALBINOS,-1,-9,5,3,-19,4433,-21
350480,BALSAMO,-1,-7,3,-3,-8,8631,-16
350490,BANANAL,-2,-7,7,4,-8,10680,-6
350500,BARAO DE ANTONINA,6,8,7,3,-6,3297,18
350510,BARBOSA,-1,-9,1,5,-6,6998,-10
350520,BARIRI,1,-4,5,-1,-6,33466,-5
350530,BARRA BONITA,14,6,5,-2,-3,36310,20
350535,BARRA DO CHAPEU,-2,-4,3,-5,-6,5514,-14
350540,BARRA DO TURVO,-2,-3,3,-2,-23,7878,-27
350550,BARRETOS,6,12,3,5,-20,117779,6
350560,BARRINHA,8,-2,1,-5,-8,30506,-6
350570,BARUERI,12,12,9,6,-10,256756,29
350580,BASTOS,-2,-6,3,8,-6,21061,-3
350590,BATATAIS,12,8,5,4,-12,59654,17
350600,BAURU,14,8,7,-1,53,362062,81
350610,BEBEDOURO,6,12,3,11,-28,77487,4
350620,BENTO DE ABREU,-1,-3,7,3,-6,2831,0
350630,BERNARDINO DE CAMPOS,-1,-1,1,1,-6,11133,-6
350635,BERTIOGA,1,4,7,14,-3,53679,23
350640,BILAC,-2,2,5,5,-6,7519,4
350650,BIRIGUI,2,4,7,0,-3,115898,10
350660,BIRITIBA-MIRIM,-2,-2,9,6,-3,30492,8
350670,BOA ESPERANCA DO SUL,-2,-5,7,-5,-6,14356,-11
350680,BOCAINA,-2,-7,5,4,-6,11568,-6
350690,BOFETE,-2,-3,7,3,-6,10504,-1
350700,BOITUVA,10,12,7,9,-26,53431,12
350710,BOM JESUS DOS PERDOES,2,11,7,0,-6,21976,14
350715,BOM SUCESSO DE ITARARE,-2,-9,3,3,-6,3772,-11
350720,BORA,-2,-9,1,0,-8,834,-18
350730,BORACEIA,-2,-5,7,-2,-6,4540,-8
350740,BORBOREMA,-1,0,7,1,-6,15335,1
350745,BOREBI,10,-7,7,0,-6,2458,4
350750,BOTUCATU,14,8,9,3,-14,136269,20
350760,BRAGANCA PAULISTA,10,10,3,5,-1,156995,27
350770,BRAUNA,1,-5,9,2,-6,5345,1
350775,BREJO ALEGRE,-2,-2,5,-4,-6,2723,-9
350780,BRODOWSKI,1,3,5,2,-6,22797,5
350790,BROTAS,8,4,9,-1,-9,22959,11
350800,BURI,-2,-3,7,7,-8,19395,1
350810,BURITAMA,-2,2,7,3,-6,16312,4
350820,BURITIZAL,10,8,9,0,-23,4279,4
350830,CABRALIA PAULISTA,14,-9,1,7,-8,4430,5
350840,CABREUVA,-1,6,5,-1,-6,45112,3
350850,CACAPAVA,12,10,-1,-1,-10,89668,10
350860,CACHOEIRA PAULISTA,-2,-4,5,-5,-6,31791,-12
350870,CACONDE,-2,-3,7,0,-6,18926,-4
350880,CAFELANDIA,-2,-1,1,-8,-6,17346,-16
350890,CAIABU,-2,-9,5,2,-8,4201,-12
350900,CAIEIRAS,8,12,5,0,-9,93215,16
350910,CAIUA,10,8,1,-2,-6,5418,11
350920,CAJAMAR,10,12,7,6,-12,69584,23
350925,CAJATI,-2,8,1,3,-6,29059,4
350930,CAJOBI,-2,-5,1,13,-6,10232,1
350940,CAJURU,14,10,1,0,-12,24783,13
350945,CAMPINA DO MONTE ALEGRE,2,-5,3,2,-6,5836,-4
350950,CAMPINAS,1,12,3,-2,-11,1144862,3
350960,CAMPO LIMPO PAULISTA,-2,10,7,4,2,79091,21
350970,CAMPOS DO JORDAO,-2,12,7,-5,-6,50221,6
350980,CAMPOS NOVOS PAULISTA,-2,2,3,-1,-6,4776,-4
350990,CANANEIA,-1,4,9,7,-12,12598,7
350995,CANAS,-2,-7,1,-4,-8,4722,-20
351000,CANDIDO MOTA,-2,8,5,-4,-6,30993,1
351010,CANDIDO RODRIGUES,-2,-7,3,5,-8,2767,-9
351015,CANITAR,12,2,7,1,-6,4737,16
351020,CAPAO BONITO,14,0,1,5,-12,47510,8
351030,CAPELA DO ALTO,-2,4,3,4,-11,18933,-2
351040,CAPIVARI,-2,6,7,4,-3,51949,12
351050,CARAGUATATUBA,10,10,5,1,-2,109678,24
351060,CARAPICUIBA,0,6,7,1,-7,387788,7
351070,CARDOSO,8,2,3,2,-6,12233,9
351080,CASA BRANCA,12,2,3,6,-4,29597,19
351090,CASSIA DOS COQUEIROS,-2,1,7,3,5,2657,14
351100,CASTILHO,-2,-4,3,9,-8,19360,-2
351110,CATANDUVA,12,8,3,6,-13,118209,16
351120,CATIGUA,-2,-7,3,6,-6,7502,-6
351130,CEDRAL,-2,-5,5,13,-6,8553,5
351140,CERQUEIRA CESAR,-2,-5,5,-2,-6,18703,-10
351150,CERQUILHO,-2,4,1,3,-8,43473,-2
351160,CESARIO LANGE,-2,1,1,3,-7,16717,-4
351170,CHARQUEADA,10,-3,3,-5,-6,16092,-1
351190,CLEMENTINA,-1,-7,5,-7,-4,7717,-14
351200,COLINA,-2,12,3,3,-6,18107,10
351210,COLOMBIA,2,-7,3,-1,-6,6196,-9
351220,CONCHAL,-2,10,5,1,-6,26689,8
351230,CONCHAS,10,1,3,5,-19,17162,0
351240,CORDEIROPOLIS,12,12,3,-3,-12,22648,12
351250,COROADOS,1,-9,7,-4,-6,5615,-11
351260,CORONEL MACEDO,12,-9,7,-4,-4,5009,2
351270,CORUMBATAI,8,-3,9,7,-6,4018,15
351280,COSMOPOLIS,6,2,5,-1,-6,64415,6
351290,COSMORAMA,-2,-1,9,0,-6,7404,0
351300,COTIA,10,8,5,6,0,220941,29
351310,CRAVINHOS,-2,4,7,-1,-6,33543,2
351320,CRISTAIS PAULISTA,-1,6,1,-5,-2,8089,-1
351330,CRUZALIA,-2,-7,9,2,-6,2260,-4
351340,CRUZEIRO,1,8,7,2,-3,80408,15
351350,CUBATAO,-2,4,3,-1,-14,125178,-10
351360,CUNHA,-2,-2,7,-1,-6,22251,-4
351370,DESCALVADO,-2,-3,7,1,-12,32595,-9
351380,DIADEMA,-2,12,5,1,11,406718,27
351385,DIRCE REIS,4,-3,7,3,-6,1760,5
351390,DIVINOLANDIA,4,-7,1,-2,-4,11604,-8
351400,DOBRADA,-2,8,1,2,-6,8432,3
351410,DOIS CORREGOS,1,6,5,-5,-6,26126,1
351420,DOLCINOPOLIS,-2,-5,1,2,-6,2148,-10
351430,DOURADO,1,-7,1,1,-6,8884,-10
351440,DRACENA,-2,6,9,-6,-8,45346,-1
351450,DUARTINA,4,-9,1,-3,-35,12585,-42
351460,DUMONT,-2,-4,3,0,-6,8874,-9
351470,ECHAPORA,-2,-9,3,4,-6,6389,-10
351480,ELDORADO,-2,6,9,2,-6,15238,9
351490,ELIAS FAUSTO,-2,-1,5,-1,-6,16762,-5
351492,ELISIARIO,-2,-7,3,-4,-19,3359,-29
351495,EMBAUBA,-2,-5,3,-3,-6,2486,-13
351500,EMBU,12,12,9,7,-15,256247,25
351510,EMBU-GUACU,-2,12,1,7,6,66273,24
351512,EMILIANOPOLIS,-2,-9,1,5,-6,3149,-11
351515,ENGENHEIRO COELHO,-2,2,5,-4,0,17681,1
351518,ESPIRITO SANTO DO PINHAL,-1,10,1,8,9,43611,27
351519,ESPIRITO SANTO DO TURVO,-2,-7,3,1,-6,4525,-11
351520,ESTRELA D'OESTE,-2,6,7,2,-8,8458,5
351530,ESTRELA DO NORTE,14,-1,7,6,-8,2752,18
351535,EUCLIDES DA CUNHA PAULISTA,12,-9,1,-1,-8,9729,-5
351540,FARTURA,-2,12,5,8,-1,15889,22
351550,FERNANDOPOLIS,12,10,9,6,-7,67543,30
351560,FERNANDO PRESTES,10,1,7,0,-8,5736,10
351565,FERNAO,1,-9,7,1,-8,1646,-8
351570,FERRAZ DE VASCONCELOS,6,10,5,9,-3,180326,27
351580,FLORA RICA,-2,-9,3,4,-6,1699,-10
351590,FLOREAL,10,-5,7,1,-6,3042,7
351600,FLORIDA PAULISTA,-2,-1,7,10,-6,13704,8
351610,FLORINIA,-2,-9,7,0,-6,2843,-10
351620,FRANCA,-1,8,1,6,-15,336734,-1
351630,FRANCISCO MORATO,-1,4,5,2,-17,164718,-7
351640,FRANCO DA ROCHA,10,6,7,2,13,141824,38
351650,GABRIEL MONTEIRO,1,-7,3,1,-6,2790,-8
351660,GALIA,-2,-9,1,0,-8,7019,-18
351670,GARCA,6,6,1,6,-5,44479,14
351680,GASTAO VIDIGAL,-2,-9,7,1,-12,4482,-15
351685,GAVIAO PEIXOTO,-2,-3,7,-5,-12,4635,-15
351690,GENERAL SALGADO,4,-5,9,8,-6,10970,10
351700,GETULINA,1,-9,7,-4,-21,11209,-26
351710,GLICERIO,-2,-9,1,1,-6,4745,-15
351720,GUAICARA,12,-7,5,-3,-8,11385,-1
351730,GUAIMBE,-2,-3,7,8,-4,5654,6
351740,GUAIRA,-1,8,7,8,-24,39314,-2
351750,GUAPIACU,-2,-1,5,0,-12,19409,-10
351760,GUAPIARA,-2,2,7,6,-12,18129,1
351770,GUARA,-1,10,7,0,-11,20733,5
351780,GUARACAI,-2,2,7,-3,-5,8586,-1
351790,GUARACI,1,-3,1,7,-12,10584,-6
351800,GUARANI D'OESTE,-2,-9,1,8,-6,2023,-8
351810,GUARANTA,-2,-9,7,-1,-6,6629,-11
351820,GUARARAPES,-1,6,5,0,-6,32023,4
351830,GUARAREMA,8,4,9,3,-8,27679,16
351840,GUARATINGUETA,12,10,1,10,-8,117663,25
351850,GUAREI,-2,3,5,6,-10,16149,2
351860,GUARIBA,-1,0,5,5,-8,37747,1
351870,GUARUJA,-1,6,3,-3,1,306683,6
351880,GUARULHOS,12,2,9,5,36,1299249,64
351885,GUATAPARA,6,-7,9,11,-4,7341,15
351890,GUZOLANDIA,4,-7,1,16,-6,5023,8
351900,HERCULANDIA,-2,-7,7,5,-6,9154,-3
351905,HOLAMBRA,-2,8,1,2,-8,12707,1
351907,HORTOLANDIA,1,8,3,4,-6,209139,10
351910,IACANGA,-2,0,5,9,-8,10776,4
351920,IACRI,0,-9,9,3,-19,6530,-16
351925,IARAS,-2,-7,1,-3,-8,7431,-19
351930,IBATE,14,12,1,1,-6,32810,22
351940,IBIRA,-1,1,7,-4,-19,11615,-16
351950,IBIRAREMA,1,-1,9,6,-6,7203,9
351960,IBITINGA,-2,8,1,5,-6,56531,6
351970,IBIUNA,2,8,7,2,-16,75241,3
351980,ICEM,2,-7,9,6,-6,7877,4
351990,IEPE,-2,-9,7,2,-12,7966,-14
352000,IGARACU DO TIETE,-2,10,7,4,-8,24299,11
352010,IGARAPAVA,-2,2,7,-2,1,29365,6
352020,IGARATA,14,12,7,-1,0,9251,32
352030,IGUAPE,-2,4,3,-1,-8,30124,-4
352040,ILHABELA,1,8,9,4,-6,30983,16
352042,ILHA COMPRIDA,4,-3,7,0,3,9908,11
352044,ILHA SOLTEIRA,14,8,5,1,-6,26138,22
352050,INDAIATUBA,14,12,7,6,-6,222042,33
352060,INDIANA,-2,-9,1,1,-12,4951,-21
352070,INDIAPORA,-2,-7,9,4,-6,3988,-2
352080,INUBIA PAULISTA,-2,-7,7,-4,-6,3826,-12
352090,IPAUSSU,10,-7,7,6,-3,14383,13
352100,IPERO,-2,8,5,2,-8,31745,5
352110,IPEUNA,-2,-3,7,6,-10,6638,-2
352115,IPIGUA,-2,-1,1,2,-10,4858,-10
352120,IPORANGA,-2,-6,7,8,-8,4369,-1
352130,IPUA,-2,-5,7,4,-6,15184,-2
352140,IRACEMAPOLIS,2,-3,1,0,-14,21815,-14
352150,IRAPUA,-2,-9,7,-2,-6,7666,-12
352160,IRAPURU,-1,-7,7,-3,-6,8123,-10
352170,ITABERA,-2,-2,1,0,-14,18158,-17
352180,ITAI,12,8,1,0,-8,25535,13
352190,ITAJOBI,-2,-3,3,3,-4,15104,-3
352200,ITAJU,-1,-9,3,3,-6,3505,-10
352210,ITANHAEM,-2,2,3,13,-5,93696,11
352215,ITAOCA,-2,0,3,-6,-8,3332,-13
352220,ITAPECERICA DA SERRA,12,10,5,7,-6,163363,28
352230,ITAPETININGA,1,8,3,-7,-20,153810,-15
352240,ITAPEVA,6,10,7,0,-18,91807,5
352250,ITAPEVI,10,-2,1,3,-5,217005,7
352260,ITAPIRA,1,2,1,8,8,72048,20
352265,ITAPIRAPUA PAULISTA,8,-4,1,0,-17,4081,-12
352270,ITAPOLIS,14,8,7,-1,-6,41920,22
352280,ITAPORANGA,-1,6,3,-1,-6,15064,1
352290,ITAPUI,-2,-7,5,1,-6,13023,-9
352300,ITAPURA,-2,-7,9,-2,-8,4629,-10
352310,ITAQUAQUECETUBA,14,4,3,-4,-6,344558,11
352320,ITARARE,-1,10,5,-3,-2,49818,9
352330,ITARIRI,-2,-3,1,3,-6,16441,-7
352340,ITATIBA,1,12,5,6,-10,109907,14
352350,ITATINGA,-2,-7,7,4,-6,19297,-4
352360,ITIRAPINA,0,-1,3,2,-8,16709,-4
352370,ITIRAPUA,-2,-4,5,15,-6,6232,8
352380,ITOBI,-1,-5,1,-5,-6,7807,-16
352390,ITU,-2,6,7,-5,-14,163882,-8
352400,ITUPEVA,4,2,5,-2,-15,51082,-6
352410,ITUVERAVA,-1,6,5,9,-4,40552,15
352420,JABORANDI,-2,-1,5,1,-4,6846,-1
352430,JABOTICABAL,-2,12,5,5,1,75041,21
352440,JACAREI,-2,4,1,-1,-11,223064,-9
352450,JACI,-2,-9,3,1,-14,6233,-21
352460,JACUPIRANGA,-2,-3,9,-4,-6,17801,-6
352470,JAGUARIUNA,6,6,7,-3,-11,49497,5
352480,JALES,-2,4,3,-4,-3,48724,-2
352490,JAMBEIRO,-2,-5,1,7,-17,5868,-16
352500,JANDIRA,-2,6,1,-3,-14,116041,-12
352510,JARDINOPOLIS,-2,12,7,5,-6,40640,16
352520,JARINU,-1,10,3,3,-6,26353,9
352530,JAU,6,8,5,5,2,140077,26
352540,JERIQUARA,-2,-3,3,-3,-6,3230,-11
352550,JOANOPOLIS,1,-1,7,-1,-6,12492,0
352560,JOAO RAMALHO,-1,-2,1,1,-6,4361,-7
352570,JOSE BONIFACIO,8,12,5,-3,-11,34846,11
352580,JULIO MESQUITA,-2,-7,1,-3,-6,4639,-17
352585,JUMIRIM,-2,-3,1,10,-6,3042,0
352590,JUNDIAI,14,10,5,0,37,393920,66
352600,JUNQUEIROPOLIS,-2,-1,3,0,-6,19765,-6
352610,JUQUIA,-2,-3,1,0,-6,19535,-10
352620,JUQUITIBA,-2,4,5,-3,-6,30239,-2
352630,LAGOINHA,12,-9,1,-1,-8,4966,-5
352640,LARANJAL PAULISTA,12,4,5,10,-8,26853,23
352650,LAVINIA,12,2,7,-3,-14,9995,4
352660,LAVRINHAS,-2,-3,7,6,-8,6950,0
352670,LEME,-2,2,3,2,-24,97505,-19
352680,LENCOIS PAULISTA,-1,12,3,2,-1,65026,15
352690,LIMEIRA,12,12,7,-5,-27,291748,-1
352700,LINDOIA,-1,-1,3,3,-6,7265,-2
352710,LINS,12,4,1,4,-10,75117,11
352720,LORENA,-2,6,9,4,-6,86337,11
352725,LOURDES,-1,-7,7,5,-6,2227,-2
352730,LOUVEIRA,-2,1,3,1,-2,41700,1
352740,LUCELIA,-1,0,7,9,-6,20918,9
352750,LUCIANOPOLIS,-2,2,7,2,-6,2345,3
352760,LUIS ANTONIO,-2,-3,1,3,-6,12704,-7
352770,LUIZIANIA,8,-9,1,-1,-12,5384,-13
352780,LUPERCIO,-2,-1,5,0,-6,4523,-4
352790,LUTECIA,-2,-7,7,5,-12,2754,-9
352800,MACATUBA,8,-3,5,-6,-8,16909,-4
352810,MACAUBAL,-2,4,7,-1,-6,7978,2
352820,MACEDONIA,-2,-1,3,0,-23,3756,-23
352830,MAGDA,-2,-9,5,6,-8,3246,-8
352840,MAIRINQUE,-2,2,7,-2,-2,45436,3
352850,MAIRIPORA,-2,2,1,6,-21,88883,-14
352860,MANDURI,0,-3,7,0,-6,9464,-2
352870,MARABA PAULISTA,-2,-9,3,-1,-8,5251,-17
352880,MARACAI,12,12,9,-2,-8,13842,23
352885,MARAPOAMA,-2,-1,7,0,-4,2818,0
352890,MARIAPOLIS,-1,-9,5,6,-6,4057,-5
352900,MARILIA,10,6,9,-1,-9,228618,15
352910,MARINOPOLIS,-2,-9,3,-2,-6,2160,-16
352920,MARTINOPOLIS,8,6,9,0,-20,25473,3
352930,MATAO,-2,8,9,-1,-11,80528,3
352940,MAUA,1,10,1,8,-9,444136,11
352950,MENDONCA,-2,-5,3,6,-8,5014,-6
352960,MERIDIANO,-2,-5,3,9,-6,3934,-1
352965,MESOPOLIS,12,-7,3,3,-12,1935,-1
352970,MIGUELOPOLIS,-2,10,9,1,-5,21471,13
352980,MINEIROS DO TIETE,12,-1,7,0,-6,12583,12
352990,MIRACATU,-2,4,1,0,-8,20790,-5
353000,MIRA ESTRELA,-2,-5,3,-1,-8,2968,-13
353010,MIRANDOPOLIS,-1,0,7,0,-6,28758,0
353020,MIRANTE DO PARANAPANEMA,-2,0,7,-4,-6,17820,-5
353030,MIRASSOL,-2,10,5,-1,1,56910,13
353040,MIRASSOLANDIA,14,-9,5,5,-6,4574,9
353050,MOCOCA,14,2,7,1,-6,68590,18
353060,MOGI DAS CRUZES,14,0,5,2,-11,414907,10
353070,MOGI GUACU,-1,6,1,9,-3,144963,12
353080,MOJI MIRIM,-1,8,3,6,-20,90558,-4
353090,MOMBUCA,-2,-9,3,8,-6,3411,-6
353100,MONCOES,6,-6,7,4,-6,2219,5
353110,MONGAGUA,-2,4,1,-2,-4,50641,-3
353120,MONTE ALEGRE DO SUL,-2,-1,7,-2,-8,7593,-6
353130,MONTE ALTO,1,8,1,0,-8,48907,2
353140,MONTE APRAZIVEL,-2,-7,9,-1,-6,23294,-7
353150,MONTE AZUL PAULISTA,8,3,7,13,-4,19376,27
353160,MONTE CASTELO,-1,-5,1,-1,-6,4187,-12
353170,MONTEIRO LOBATO,-1,-3,1,7,-6,4381,-2
353180,MONTE MOR,6,10,5,0,-8,53488,13
353190,MORRO AGUDO,-2,6,5,11,-29,30991,-9
353200,MORUNGABA,1,0,5,4,-6,12621,4
353205,MOTUCA,12,-3,1,5,-6,4534,9
353210,MURUTINGA DO SUL,1,-7,7,9,-8,4375,2
353215,NANTES,-2,-7,1,4,-6,2905,-10
353220,NARANDIBA,14,-3,5,5,-6,4564,15
353230,NATIVIDADE DA SERRA,-2,-7,1,6,-31,6821,-33
353240,NAZARE PAULISTA,-1,2,3,4,-6,17451,2
353250,NEVES PAULISTA,-2,-5,3,-5,-8,9017,-17
353260,NHANDEARA,-2,-5,9,-5,-6,11203,-9
353270,NIPOA,-2,-9,1,4,-6,4669,-12
353280,NOVA ALIANCA,4,-3,5,5,-6,6367,5
353282,NOVA CAMPINA,-2,-5,1,3,-6,9100,-9
353284,NOVA CANAA PAULISTA,-2,-9,7,1,-6,2087,-9
353286,NOVA CASTILHO,14,-7,7,-5,-8,1195,1
353290,NOVA EUROPA,2,-7,5,3,-33,10108,-30
353300,NOVA GRANADA,0,-3,1,4,-4,20346,-2
353310,NOVA GUATAPORANGA,-2,-7,7,3,-6,2270,-5
353320,NOVA INDEPENDENCIA,-2,-6,3,-1,-25,3423,-31
353325,NOVAIS,-2,-7,7,0,-6,5089,-8
353330,NOVA LUZITANIA,8,-7,7,3,-6,3728,5
353340,NOVA ODESSA,0,12,1,3,-16,55229,0
353350,NOVO HORIZONTE,-2,6,3,7,-2,38828,12
353360,NUPORANGA,-2,-7,5,-2,-10,7164,-16
353370,OCAUCU,-2,-6,1,5,-6,4296,-8
353380,OLEO,-2,-9,1,3,-6,2676,-13
353390,OLIMPIA,14,6,9,-2,-8,52650,19
353400,ONDA VERDE,1,-7,7,0,-8,4128,-7
353410,ORIENTE,-2,-3,9,-2,-6,6366,-4
353420,ORINDIUVA,-2,0,9,3,-12,6244,-2
353430,ORLANDIA,-1,4,7,-4,-6,42020,0
353440,OSASCO,14,8,1,8,8,691652,39
353450,OSCAR BRESSANE,-2,-5,7,9,-6,2614,3
353460,OSVALDO CRUZ,-1,6,3,3,-10,32229,1
353470,OURINHOS,10,10,3,4,-2,108674,25
353475,OUROESTE,-2,-5,5,0,-6,9215,-8
353480,OURO VERDE,-2,-9,1,8,-8,8216,-10
353490,PACAEMBU,-2,-7,7,6,-6,13829,-2
353500,PALESTINA,0,-5,-1,7,-6,11904,-5
353510,PALMARES PAULISTA,-2,-5,5,2,-8,11922,-8
353520,PALMEIRA D'OESTE,-2,-5,7,-4,-8,9700,-12
353530,PALMITAL,10,10,7,-5,-6,21987,16
353540,PANORAMA,-1,-4,7,0,1,15288,3
353550,PARAGUACU PAULISTA,1,6,5,6,-6,44310,12
353560,PARAIBUNA,-2,3,1,3,-6,18040,-1
353570,PARAISO,-2,-1,7,2,-8,6207,-2
353580,PARANAPANEMA,-2,3,1,-1,1,18965,2
353590,PARANAPUA,-1,-3,7,3,-6,3983,0
353600,PARAPUA,10,-7,7,1,-6,11124,5
353610,PARDINHO,-1,-9,3,0,-6,5979,-13
353620,PARIQUERA-ACU,12,0,5,6,-8,19239,15
353625,PARISI,1,-1,5,-3,-6,2118,-4
353630,PATROCINIO PAULISTA,-2,8,7,8,-27,13821,-6
353640,PAULICEIA,-2,-6,-1,4,-6,6807,-11
353650,PAULINIA,-2,2,7,4,-8,92668,3
353657,PAULISTANIA,1,-5,5,-4,-8,1836,-11
353660,PAULO DE FARIA,-2,3,1,-6,-6,8893,-10
353670,PEDERNEIRAS,10,4,5,8,0,44073,27
353680,PEDRA BELA,-2,8,3,1,-6,6009,4
353690,PEDRANOPOLIS,-2,1,7,13,-10,2595,9
353700,PEDREGULHO,14,7,5,0,-6,16382,20
353710,PEDREIRA,12,12,3,2,-13,44509,16
353715,PEDRINHAS PAULISTA,1,-5,7,5,-6,3054,2
353720,PEDRO DE TOLEDO,10,3,7,-4,-12,10791,4
353730,PENAPOLIS,-2,10,9,7,-5,61371,19
353740,PEREIRA BARRETO,10,12,7,5,-8,25742,26
353750,PEREIRAS,2,4,7,8,-6,8006,15
353760,PERUIBE,12,10,3,1,-5,63815,21
353770,PIACATU,-1,-9,9,6,-6,5626,-1
353780,PIEDADE,-2,4,5,0,-7,54323,0
353790,PILAR DO SUL,-2,0,5,3,-5,27880,1
353800,PINDAMONHANGABA,10,12,9,-2,-1,157062,28
353810,PINDORAMA,1,-3,1,-1,-6,16013,-8
353820,PINHALZINHO,-2,-3,5,7,-6,14067,1
353830,PIQUEROBI,-2,-3,1,-6,-6,3665,-16
353850,PIQUETE,-6,2,1,-2,-8,14278,-13
353860,PIRACAIA,-1,8,7,0,-6,26371,8
353870,PIRACICABA,-2,8,3,12,1,385287,22
353880,PIRAJU,-2,12,3,6,-6,29532,13
353890,PIRAJUI,-2,-2,9,11,-11,24098,5
353900,PIRANGI,-2,1,5,5,-6,11112,3
353910,PIRAPORA DO BOM JESUS,-1,2,3,1,-6,17091,-1
353920,PIRAPOZINHO,-2,8,7,10,-8,26146,15
353930,PIRASSUNUNGA,6,12,5,-5,-6,73656,12
353940,PIRATININGA,-2,4,7,1,-6,12839,4
353950,PITANGUEIRAS,1,12,3,-1,-2,37499,13
353960,PLANALTO,-2,-9,7,1,-6,4808,-9
353970,PLATINA,-2,-9,7,-3,-6,3378,-13
353980,POA,-2,4,7,5,-14,112015,0
353990,POLONI,-2,-5,7,0,-6,5726,-6
354000,POMPEIA,12,-1,1,2,-12,21060,2
354010,PONGAI,-2,-7,1,-3,-8,3537,-19
354020,PONTAL,14,-1,3,-2,-8,44236,6
354025,PONTALINDA,-1,-7,3,-4,-8,4341,-17
354030,PONTES GESTAL,-2,-3,5,4,-6,2593,-2
354040,POPULINA,-2,-1,1,4,-12,4299,-10
354050,PORANGABA,-2,-7,-1,5,-6,9021,-11
354060,PORTO FELIZ,12,4,5,10,-20,51320,11
354070,PORTO FERREIRA,-2,8,3,3,-20,54056,-8
354075,POTIM,-2,-9,1,1,-15,21501,-24
354080,POTIRENDABA,12,-1,1,5,-5,16401,12
