cod,nome,plan,legis,saude,meioamb,polgen,pop,ida
420070,ALFREDO WAGNER,-2,12,1,-7,-6,9737,-2
420075,ALTO BELA VISTA,-2,6,7,-1,-12,2007,-2
420080,ANCHIETA,10,10,1,2,4,6145,27
420090,ANGELINA,-2,10,5,-4,-6,5166,3
420100,ANITA GARIBALDI,0,6,3,-5,-8,8230,-4
420110,ANITAPOLIS,8,12,1,-2,-4,3259,15
420120,ANTONIO CARLOS,14,8,9,-2,-6,7906,23
420125,APIUNA,6,12,1,0,2,10099,21
420127,ARABUTA,-2,-3,7,-2,-10,4270,-10
420130,ARAQUARI,10,8,3,1,-12,29593,10
420140,ARARANGUA,0,6,7,1,-10,64405,4
420150,ARMAZEM,-2,2,5,3,-6,8159,2
420160,ARROIO TRINTA,-1,4,7,4,-8,3562,6
420165,ARVOREDO,-2,12,3,1,-12,2281,2
420170,ASCURRA,-2,6,3,2,-8,7683,1
420180,ATALANTA,6,0,7,-1,-12,3310,0
420190,AURORA,6,-1,7,-4,-6,5661,2
420195,BALNEARIO ARROIO DO SILVA,-2,3,1,1,-6,10876,-3
420200,BALNEARIO CAMBORIU,4,12,3,-1,-14,120926,4
420205,BALNEARIO BARRA DO SUL,-2,10,5,9,-8,9330,14
420207,BALNEARIO GAIVOTA,-2,-3,1,0,-5,9259,-9
420208,BANDEIRANTE,-2,4,9,1,-6,2865,6
420209,BARRA BONITA,6,8,5,-6,2,1842,15
420210,BARRA VELHA,-2,10,3,-8,-10,24943,-7
420213,BELA VISTA DO TOLDO,-2,4,3,-7,-6,6191,-8
420215,BELMONTE,10,-3,9,-2,-8,2692,6
420220,BENEDITO NOVO,-2,4,9,-5,-33,10906,-27
420230,BIGUACU,8,12,5,-2,-6,62383,17
420240,BLUMENAU,-2,12,9,3,0,329082,22
420243,BOCAINA DO SUL,-2,-5,1,8,-23,3393,-21
420245,BOMBINHAS,12,12,7,9,0,16311,40
420250,BOM JARDIM DA SERRA,-2,6,5,0,-12,4566,-3
420253,BOM JESUS,-2,-5,1,-7,-8,2721,-21
420257,BOM JESUS DO OESTE,-2,12,1,-4,-10,2160,-3
420260,BOM RETIRO,-2,6,3,-4,-8,9397,-5
420270,BOTUVERA,1,4,5,-6,-8,4785,-4
420280,BRACO DO NORTE,-2,10,7,3,-6,30868,12
420285,BRACO DO TROMBUDO,-2,6,1,-2,-6,3599,-3
420287,BRUNOPOLIS,-2,4,1,5,-16,2741,-8
420290,BRUSQUE,14,6,9,8,-9,116634,28
420300,CACADOR,12,10,1,-4,8,74276,27
420310,CAIBI,-2,-3,7,-1,-10,6274,-9
420315,CALMON,-2,2,5,-3,0,3416,2
420320,CAMBORIU,-2,12,5,0,-12,70068,3
420325,CAPAO ALTO,-2,10,5,-8,-6,2711,-1
420330,CAMPO ALEGRE,12,12,7,-1,-6,11972,24
420340,CAMPO BELO DO SUL,2,8,9,4,-6,7419,17
420350,CAMPO ERE,-2,-1,3,-3,-12,9203,-15
420360,CAMPOS NOVOS,6,12,5,3,-2,34386,24
420370,CANELINHA,-2,10,7,5,-32,11286,-12
420380,CANOINHAS,14,10,3,5,-12,53969,20
420390,CAPINZAL,-2,4,3,3,-12,21726,-4
420395,CAPIVARI DE BAIXO,12,8,5,-2,-6,23018,17
420400,CATANDUVAS,10,-1,7,1,-6,10112,11
420410,CAXAMBU DO SUL,-2,6,3,-3,-14,4208,-10
420415,CELSO RAMOS,-2,6,5,3,-21,2792,-9
420417,CERRO NEGRO,-2,4,3,-3,-21,3472,-19
420419,CHAPADAO DO LAGEADO,4,2,5,-3,-12,2871,-4
420420,CHAPECO,1,10,1,-5,-13,198188,-6
420425,COCAL DO SUL,-2,6,7,2,-6,15860,7
420430,CONCORDIA,12,12,5,7,-2,71499,34
420435,CORDILHEIRA ALTA,14,5,5,5,-21,4043,8
420440,CORONEL FREITAS,4,8,1,-2,-11,10272,0
420445,CORONEL MARTINS,-2,-3,5,-1,-23,2520,-24
420450,CORUPA,1,10,0,-1,16,14716,26
420455,CORREIA PINTO,12,10,1,-1,-8,14301,14
420460,CRICIUMA,0,10,1,-5,12,202395,18
420470,CUNHA PORA,-2,0,7,4,-8,10905,1
420475,CUNHATAI,-2,-4,3,0,-8,1931,-11
420480,CURITIBANOS,-2,12,7,5,4,38890,26
420490,DESCANSO,-2,8,5,-4,-12,8612,-5
420500,DIONISIO CERQUEIRA,-2,8,1,7,12,15227,26
420510,DONA EMMA,-1,0,5,-3,-6,3912,-5
420515,DOUTOR PEDRINHO,1,2,3,-2,-6,3828,-2
420517,ENTRE RIOS,10,-3,7,-1,-12,3118,1
420519,ERMO,-2,6,3,2,-8,2081,1
420520,ERVAL VELHO,-1,-3,5,-5,-6,4448,-10
420530,FAXINAL DOS GUEDES,-2,7,3,-4,-12,10797,-8
420535,FLOR DO SERTAO,-2,6,5,1,-10,1605,0
420540,FLORIANOPOLIS,6,8,3,-1,10,453281,26
420543,FORMOSA DO SUL,-2,-1,1,-1,-6,2603,-9
420545,FORQUILHINHA,1,12,5,5,-6,24256,17
420550,FRAIBURGO,-1,12,5,7,-31,35618,-8
420555,FREI ROGERIO,-1,12,5,4,-14,2354,6
420560,GALVAO,6,-1,1,-4,-12,3379,-10
420570,GAROPABA,-2,10,5,-3,-14,20024,-4
420580,GARUVA,-2,12,-1,-1,-6,16081,2
420590,GASPAR,-1,12,3,2,-4,62618,12
420600,GOVERNADOR CELSO RAMOS,-2,6,7,9,-15,13655,5
420610,GRAO PARA,-2,-3,9,0,-10,6418,-6
420620,GRAVATAL,-2,0,3,-3,-27,11064,-29
420630,GUABIRUBA,-2,12,3,3,-12,20474,4
420640,GUARACIABA,-2,12,1,-1,-12,10492,-2
420650,GUARAMIRIM,10,12,5,-4,-15,38851,8
420660,GUARUJA DO SUL,-2,2,7,7,-12,5054,2
420665,GUATAMBU,10,-3,9,3,-8,4746,11
420670,HERVAL D'OESTE,-2,8,5,-1,2,21961,12
420675,IBIAM,-2,8,1,-6,-8,1973,-7
420680,IBICARE,-2,12,9,1,-8,3359,12
420690,IBIRAMA,-2,6,7,-7,-35,18097,-31
420700,ICARA,1,6,9,-4,-16,51416,-4
420710,ILHOTA,10,12,7,-2,-9,13124,18
420720,IMARUI,-1,-7,5,1,-12,11301,-14
420730,IMBITUBA,10,10,7,-5,4,42244,26
420740,IMBUIA,-2,6,1,-6,-6,5946,-7
420750,INDAIAL,-2,8,7,6,-6,60433,13
420757,IOMERE,-1,12,9,-2,-12,2842,6
420760,IPIRA,1,-1,1,-1,-8,4713,-8
420765,IPORA DO OESTE,-2,8,9,5,-2,8714,18
420768,IPUACU,-2,1,-1,-6,-12,7123,-20
420770,IPUMIRIM,-2,2,7,0,-12,7435,-5
420775,IRACEMINHA,1,7,9,-4,-10,4212,3
420780,IRANI,1,10,7,-1,-6,9948,11
420785,IRATI,-1,-1,1,1,-21,2067,-21
420790,IRINEOPOLIS,-2,-3,7,-4,-19,10843,-21
420800,ITA,-2,12,7,-4,-12,6420,1
420810,ITAIOPOLIS,-2,4,7,-5,-20,21015,-16
420820,ITAJAI,12,12,7,-9,-29,197809,-7
420830,ITAPEMA,6,12,7,2,-30,52923,-3
420840,ITAPIRANGA,-2,12,3,11,-6,16107,18
420845,ITAPOA,-1,6,1,4,-6,16899,4
420850,ITUPORANGA,-2,12,9,-4,-12,23490,3
420860,JABORA,1,-1,3,3,-12,4057,-6
420870,JACINTO MACHADO,2,12,3,-2,-6,10677,9
420880,JAGUARUNA,-2,6,3,-3,-6,18425,-2
420890,JARAGUA DO SUL,-2,12,5,-9,-26,156519,-20
420895,JARDINOPOLIS,-2,-5,3,6,-6,1721,-4
420900,JOACABA,-1,8,7,2,-2,28398,14
420910,JOINVILLE,-2,12,1,-2,-3,546981,6
420915,JOSE BOITEUX,-2,8,7,3,-6,4837,10
420917,JUPIA,-2,3,5,9,-10,2158,5
420920,LACERDOPOLIS,10,12,5,0,-7,2242,20
420930,LAGES,6,12,3,-5,-4,158961,12
420940,LAGUNA,-2,6,7,-2,-2,43979,7
420945,LAJEADO GRANDE,-2,-7,1,-2,-8,1488,-18
420950,LAURENTINO,-2,6,3,-3,-10,6402,-6
420960,LAURO MULLER,-2,8,5,-4,-6,14841,1
420970,LEBON REGIS,1,12,7,-3,-13,12077,4
420980,LEOBERTO LEAL,-2,10,7,4,-8,3298,11
420985,LINDOIA DO SUL,-1,6,9,4,-6,4674,12
420990,LONTRAS,10,4,1,-5,-2,11005,8
421000,LUIZ ALVES,8,12,7,6,-12,11395,21
421003,LUZERNA,-2,6,1,0,-9,5698,-4
421005,MACIEIRA,-2,4,3,2,-8,1831,-1
421010,MAFRA,12,10,1,0,-9,54708,14
421020,MAJOR GERCINO,-2,12,5,-1,-8,3375,6
421030,MAJOR VIEIRA,-2,12,7,5,-8,7782,14
421040,MARACAJA,-1,-5,1,-3,-10,6784,-18
421050,MARAVILHA,-2,2,7,-1,-20,23602,-14
421055,MAREMA,-2,-5,5,-6,-5,2094,-13
421060,MASSARANDUBA,-2,4,5,7,-6,15586,8
421070,MATOS COSTA,-2,10,5,-6,-14,2767,-7
421080,MELEIRO,-1,4,5,-1,-12,7085,-5
421085,MIRIM DOCE,-2,10,3,-1,-12,2476,-2
421090,MODELO,-2,12,3,-3,-6,4147,4
421100,MONDAI,-1,12,1,4,0,10877,16
421105,MONTE CARLO,-2,-5,7,2,-6,9604,-4
421110,MONTE CASTELO,-2,2,1,0,-6,8478,-5
421120,MORRO DA FUMACA,-2,12,7,0,-21,16888,-4
421125,MORRO GRANDE,-2,-9,1,-5,-8,2928,-23
421130,NAVEGANTES,4,12,9,5,-4,68337,26
421140,NOVA ERECHIM,-2,1,1,-5,-23,4577,-28
421145,NOVA ITABERABA,-2,-3,5,1,-6,4338,-5
421150,NOVA TRENTO,10,10,3,-7,-8,13135,8
421160,NOVA VENEZA,-2,4,7,-6,-6,14098,-3
421165,NOVO HORIZONTE,-1,1,7,-5,-20,2681,-18
421170,ORLEANS,4,12,3,-4,-6,22171,9
421175,OTACILIO COSTA,-1,10,5,-5,-8,17349,1
421180,OURO,-2,12,1,5,-31,7436,-15
421185,OURO VERDE,-2,-5,1,0,-33,2281,-39
421187,PAIAL,8,6,5,-5,-6,1698,8
421189,PAINEL,-1,-4,5,1,-6,2385,-5
421190,PALHOCA,-2,12,1,-3,-4,150623,4
421200,PALMA SOLA,-2,3,5,-7,-6,7747,-7
421205,PALMEIRA,-1,-7,3,1,-8,2488,-12
421210,PALMITOS,-2,6,9,-1,0,16270,12
421220,PAPANDUVA,-2,8,3,-8,-8,18568,-7
421223,PARAISO,-2,8,7,1,-6,3915,8
421225,PASSO DE TORRES,-2,6,5,0,-6,7447,3
421227,PASSOS MAIA,-2,1,7,-2,-2,4387,2
421230,PAULO LOPES,-2,8,7,4,-6,7045,11
421240,PEDRAS GRANDES,-2,2,7,-3,-10,4110,-6
421250,PENHA,2,12,3,-8,-6,27936,3
421260,PERITIBA,-2,1,3,-4,-6,2958,-8
421265,PESCARIA BRAVA,10,-1,7,-2,-31,9687,-17
421270,PETROLANDIA,12,6,7,-1,-10,6140,14
421280,BALNEARIO PICARRAS,-2,6,7,-5,-6,19329,0
421290,PINHALZINHO,-2,8,1,-1,-12,17868,-6
421300,PINHEIRO PRETO,-2,6,7,-2,-23,3310,-14
421310,PIRATUBA,-2,4,1,-2,-6,4533,-5
421315,PLANALTO ALEGRE,-2,4,3,-5,-6,2761,-6
421320,POMERODE,-2,12,3,-3,-8,30009,2
421330,PONTE ALTA,10,2,1,2,-8,4885,7
421335,PONTE ALTA DO NORTE,-1,8,9,-7,-23,3381,-14
421340,PONTE SERRADA,-2,3,7,-3,-6,11358,-1
421350,PORTO BELO,-1,12,7,-1,-10,18066,7
421360,PORTO UNIAO,-2,12,7,9,0,34551,26
421370,POUSO REDONDO,-2,10,3,3,-6,15882,8
421380,PRAIA GRANDE,-2,2,5,1,-6,7377,0
421390,PRESIDENTE CASTELLO BRANCO,14,1,1,-3,-12,1691,1
421400,PRESIDENTE GETULIO,-2,8,7,-3,-6,15943,4
421410,PRESIDENTE NEREU,4,4,7,3,-10,2314,8
421415,PRINCESA,-2,10,9,-5,-12,2848,0
421420,QUILOMBO,-2,12,3,4,-13,10255,4
421430,RANCHO QUEIMADO,-2,8,-1,-3,-12,2827,-10
421440,RIO DAS ANTAS,-1,10,3,-3,-6,6245,3
421450,RIO DO CAMPO,8,6,3,-2,-8,6185,7
421460,RIO DO OESTE,12,6,3,-1,-6,7319,14
421470,RIO DOS CEDROS,-2,10,5,3,-10,10879,6
421480,RIO DO SUL,6,6,5,1,-10,65256,8
421490,RIO FORTUNA,-2,2,7,2,-25,4557,-16
421500,RIO NEGRINHO,-1,12,5,-4,-17,41167,-5
421505,RIO RUFINO,-2,-3,3,2,-12,2482,-12
421507,RIQUEZA,-1,8,5,-4,-8,4810,0
421510,RODEIO,1,8,7,-5,-5,11270,6
421520,ROMELANDIA,-2,-1,7,2,-10,5421,-4
421530,SALETE,-2,6,5,-3,-6,7553,0
421535,SALTINHO,-2,4,1,5,-8,3948,0
421540,SALTO VELOSO,10,10,5,-3,-4,4495,18
421545,SANGAO,-2,6,3,-3,-8,11294,-4
421550,SANTA CECILIA,6,6,5,3,-4,16315,16
421555,SANTA HELENA,4,10,1,2,-8,2354,9
421560,SANTA ROSA DE LIMA,2,-7,3,0,-6,2116,-8
421565,SANTA ROSA DO SUL,-1,-3,7,-5,-8,8261,-10
421567,SANTA TEREZINHA,-2,6,7,-7,-21,8883,-17
421568,SANTA TEREZINHA DO PROGRESSO,-2,-5,3,-4,-8,2776,-16
421569,SANTIAGO DO SUL,-2,-1,7,-4,-6,1414,-6
421570,SANTO AMARO DA IMPERATRIZ,1,2,1,2,-10,21221,-4
421575,SAO BERNARDINO,-2,-1,9,3,-6,2641,3
421580,SAO BENTO DO SUL,-2,12,3,3,-10,78998,6
421590,SAO BONIFACIO,-2,10,3,6,-12,2989,5
421600,SAO CARLOS,-2,8,1,-4,-6,10753,-3
421605,SAO CRISTOVAO DO SUL,-2,8,5,-1,-10,5255,0
421610,SAO DOMINGOS,-2,6,9,-3,-31,9530,-21
421620,SAO FRANCISCO DO SUL,-2,6,3,-1,8,46477,14
421625,SAO JOAO DO OESTE,10,8,1,-1,-12,6211,6
421630,SAO JOAO BATISTA,2,4,1,-1,-11,30337,-5
421635,SAO JOAO DO ITAPERIU,-2,-4,1,-4,-18,3578,-27
421640,SAO JOAO DO SUL,4,12,3,-3,-6,7183,10
421650,SAO JOAQUIM,12,10,9,-1,-28,25841,2
421660,SAO JOSE,4,4,3,-1,-8,224779,2
421670,SAO JOSE DO CEDRO,-2,3,3,-2,-6,13904,-4
421680,SAO JOSE DO CERRITO,14,6,5,1,-3,9061,23
421690,SAO LOURENCO DO OESTE,-2,12,1,-2,-35,22786,-26
421700,SAO LUDGERO,-2,1,9,-1,-6,11940,1
421710,SAO MARTINHO,4,1,-1,-5,-12,3239,-13
421715,SAO MIGUEL DA BOA VISTA,-2,-3,5,1,-8,1897,-7
421720,SAO MIGUEL DO OESTE,-2,12,3,-6,0,38162,7
421725,SAO PEDRO DE ALCANTARA,-2,8,9,-5,-6,5139,4
421730,SAUDADES,4,10,7,-3,-16,9382,2
421740,SCHROEDER,-2,8,3,-2,-14,17538,-7
421750,SEARA,-2,6,7,0,-15,17351,-4
421755,SERRA ALTA,-1,2,1,5,-12,3323,-5
421760,SIDEROPOLIS,-2,-3,3,-4,-12,13499,-18
421770,SOMBRIO,10,10,1,8,-6,28209,23
421775,SUL BRASIL,8,-1,7,1,-14,2698,1
421780,TAIO,0,10,7,-6,-10,17856,1
421790,TANGARA,4,10,7,-4,-10,8777,7
421795,TIGRINHOS,14,12,7,-4,0,1746,29
421800,TIJUCAS,-2,12,7,-2,-1,33847,14
421810,TIMBE DO SUL,-2,-7,9,-2,-6,5387,-8
421820,TIMBO,1,10,3,-8,-20,39740,-14
421825,TIMBO GRANDE,-1,12,-1,7,-6,7495,11
421830,TRES BARRAS,-2,-3,7,-6,-25,18740,-29
421835,TREVISO,-1,6,5,-7,-6,3706,-3
421840,TREZE DE MAIO,-1,2,3,1,-12,7036,-7
421850,TREZE TILIAS,-2,8,7,-5,-21,6925,-13
421860,TROMBUDO CENTRAL,4,6,5,-6,-10,6901,-1
421870,TUBARAO,14,4,3,-3,-7,101284,11
421875,TUNAPOLIS,-2,-3,5,5,-6,4660,-1
421880,TURVO,6,1,7,-9,-6,12353,-1
421885,UNIAO DO OESTE,-2,-7,1,2,-8,2802,-14
421890,URUBICI,-2,8,1,0,-6,11012,1
421895,URUPEMA,-2,-7,1,0,-6,2507,-14
421900,URUSSANGA,-2,10,7,-1,-6,20826,8
421910,VARGEAO,-2,-5,1,7,-12,3590,-11
421915,VARGEM,-2,0,1,0,-6,2718,-7
421917,VARGEM BONITA,-2,1,1,-5,-6,4752,-11
421920,VIDAL RAMOS,-2,2,7,-4,-15,6377,-12
421930,VIDEIRA,-1,10,1,1,-4,49768,7
421935,VITOR MEIRELES,4,8,1,-4,-33,5190,-24
421940,WITMARSUM,1,4,3,1,-6,3769,3
421950,XANXERE,-2,6,3,-4,-6,46981,-3
421960,XAVANTINA,2,5,3,7,-12,4124,5
421970,XAXIM,-2,10,7,-6,10,27039,19
421985,ZORTEA,14,6,1,9,-8,3153,22
422000,BALNEARIO RINCAO,-4,-1,3,-1,-8,11628,-11
430003,ACEGUA,-2,-5,3,-2,-8,4638,-14
430005,AGUA SANTA,-2,1,3,-3,-6,3838,-7
430010,AGUDO,8,8,1,0,-8,17161,9
430020,AJURICABA,-1,-3,3,-1,-6,7420,-8
430030,ALECRIM,1,2,1,-1,-6,7010,-3
430040,ALEGRETE,4,10,3,4,-6,79054,15
430045,ALEGRIA,-2,6,1,2,-6,4244,1
430047,ALMIRANTE TAMANDARE DO SUL,2,-5,9,-4,-6,2106,-4
430050,ALPESTRE,10,10,5,1,-2,7871,24
430055,ALTO ALEGRE,-2,12,3,0,-12,1856,1
430057,ALTO FELIZ,-2,-1,5,0,-12,3035,-10
430060,ALVORADA,-2,10,5,-4,26,204750,35
430063,AMARAL FERRADOR,12,-5,9,-5,-8,6693,3
430064,AMETISTA DO SUL,-2,-7,5,4,-5,7560,-5
430066,ANDRE DA ROCHA,-2,0,7,2,-8,1278,-1
430070,ANTA GORDA,12,2,5,-3,-21,6235,-5
430080,ANTONIO PRADO,-1,6,9,-1,-18,13263,-5
430085,ARAMBARE,-2,1,5,1,-14,3778,-9
430087,ARARICA,14,4,1,-4,-23,5195,-8
430090,ARATIBA,-1,6,7,6,-27,6687,-9
430100,ARROIO DO MEIO,-2,12,5,-1,-12,19792,2
430105,ARROIO DO SAL,-1,6,5,-1,-8,8488,1
430107,ARROIO DO PADRE,-4,6,1,-1,-6,2857,-4
430110,ARROIO DOS RATOS,14,12,7,1,-6,14132,28
430120,ARROIO DO TIGRE,4,1,5,2,-6,13235,6
430130,ARROIO GRANDE,1,3,5,2,-29,18979,-18
430140,ARVOREZINHA,-2,4,3,1,-25,10573,-19
430150,AUGUSTO PESTANA,-2,2,5,1,-6,7206,0
430155,AUREA,10,-9,5,1,-26,3748,-19
430160,BAGE,12,10,9,8,21,121235,60
430163,BALNEARIO PINHAL,6,6,1,0,-12,11895,1
430165,BARAO,-2,6,7,3,-13,6008,1
430170,BARAO DE COTEGIPE,-2,2,5,9,-6,6744,8
430175,BARAO DO TRIUNFO,-2,-3,3,2,-8,7331,-8
430180,BARRACAO,-2,6,1,1,-6,5498,0
430185,BARRA DO GUARITA,12,-2,1,-2,-6,3216,3
430187,BARRA DO QUARAI,-1,-4,5,2,-15,4176,-13
430190,BARRA DO RIBEIRO,-4,4,5,8,-1,13150,12
430192,BARRA DO RIO AZUL,-2,4,3,0,-8,1993,-3
430195,BARRA FUNDA,2,-3,1,-1,-6,2476,-7
430200,BARROS CASSAL,6,-2,1,3,-6,11478,2
430205,BENJAMIN CONSTANT DO SUL,-2,-7,5,8,-6,2305,-2
430210,BENTO GONCALVES,-2,10,5,6,16,111384,35
430215,BOA VISTA DAS MISSOES,-2,-1,9,-2,-6,2173,-2
430220,BOA VISTA DO BURICA,12,-1,7,4,-12,6800,10
430222,BOA VISTA DO CADEADO,1,-5,9,1,-8,2520,-2
430223,BOA VISTA DO INCRA,-2,4,7,-1,-8,2537,0
430225,BOA VISTA DO SUL,-2,-1,3,4,-3,2860,1
430230,BOM JESUS,-2,2,1,4,-6,11823,-1
430235,BOM PRINCIPIO,-2,8,1,5,-6,12644,6
430237,BOM PROGRESSO,12,4,5,0,-37,2311,-16
430240,BOM RETIRO DO SUL,-2,4,1,5,-10,12004,-2
430245,BOQUEIRAO DO LEAO,-2,-3,7,4,-5,7910,1
430250,BOSSOROCA,-2,-1,7,3,-8,6953,-1
430258,BOZANO,-2,-7,5,3,-8,2248,-9
430260,BRAGA,1,6,5,1,-6,3735,7
430265,BROCHIER,4,-3,9,2,-23,4902,-11
430270,BUTIA,-2,2,1,-2,2,21131,1
430280,CACAPAVA DO SUL,12,12,9,-2,-10,34676,21
430290,CACEQUI,-2,-1,3,8,-6,13834,2
430300,CACHOEIRA DO SUL,2,4,1,-2,-11,85955,-6
430310,CACHOEIRINHA,-2,12,7,-2,29,124472,44
430320,CACIQUE DOBLE,-2,-5,7,6,-18,5056,-12
430330,CAIBATE,-2,2,1,-7,-5,5075,-11
430340,CAICARA,10,-5,5,7,-6,5148,11
430350,CAMAQUA,-2,10,5,3,-19,65409,-3
430355,CAMARGO,-1,1,7,4,-6,2701,5
430360,CAMBARA DO SUL,-2,-4,3,-4,-8,6712,-15
430367,CAMPESTRE DA SERRA,-1,-1,7,5,-14,3375,-4
430370,CAMPINA DAS MISSOES,-2,2,5,4,-6,6156,3
430380,CAMPINAS DO SUL,10,-1,1,8,-7,5658,11
430390,CAMPO BOM,4,4,5,7,-6,63339,14
430400,CAMPO NOVO,-2,3,3,-7,-5,5404,-8
430410,CAMPOS BORGES,12,4,1,-3,-13,3559,1
430420,CANDELARIA,8,4,9,4,-6,31334,19
430430,CANDIDO GODOI,1,2,3,-2,-33,6654,-29
430435,CANDIOTA,-2,5,9,6,-7,9214,11
430440,CANELA,-2,12,9,3,-28,41682,-6
430450,CANGUCU,-1,8,3,-1,-12,55462,-3
430460,CANOAS,2,8,9,2,5,338531,26
430461,CANUDOS DO VALE,-2,-7,7,1,-6,1841,-7
430462,CAPAO BONITO DO SUL,14,-1,5,-1,-8,1783,9
430463,CAPAO DA CANOA,-4,4,9,0,-22,45744,-13
430465,CAPAO DO CIPO,-2,-5,-1,2,-7,3318,-13
430466,CAPAO DO LEAO,14,2,3,-3,1,25256,17
430467,CAPIVARI DO SUL,-2,4,5,-1,-2,4177,4
430468,CAPELA DE SANTANA,-2,4,9,-1,-4,12323,6
430469,CAPITAO,-1,1,5,4,-12,2741,-3
430470,CARAZINHO,-2,4,7,3,-14,61702,-2
430471,CARAA,0,6,7,4,-6,7742,11
430480,CARLOS BARBOSA,1,6,3,1,-32,26976,-21
430485,CARLOS GOMES,0,-7,3,2,-8,1604,-10
430490,CASCA,2,-1,5,-1,-6,8993,-1
430495,CASEIROS,0,-3,7,7,-14,3139,-3
430500,CATUIPE,-1,2,9,5,-12,9477,3
430510,CAXIAS DO SUL,10,12,5,8,25,465304,60
430511,CENTENARIO,-2,-7,7,3,-14,3036,-13
430512,CERRITO,-2,-5,7,6,-8,6523,-2
430513,CERRO BRANCO,-1,-5,9,7,-6,4639,4
430515,CERRO GRANDE,8,12,3,-5,-8,2465,10
430517,CERRO GRANDE DO SUL,1,5,1,3,-19,11012,-9
430520,CERRO LARGO,1,6,7,3,-15,13872,2
430530,CHAPADA,-2,-3,7,5,-12,9631,-5
430535,CHARQUEADAS,14,12,7,9,-18,37589,24
430537,CHARRUA,1,6,7,4,-8,3532,10
430540,CHIAPETTA,-1,-2,5,1,-6,4100,-3
430543,CHUI,6,2,5,5,-6,6269,12
430544,CHUVISCA,12,10,7,1,-21,5201,9
430545,CIDREIRA,-2,8,3,3,-6,13844,6
430550,CIRIACO,12,-3,3,5,-8,5029,9
430558,COLINAS,2,-5,5,3,-3,2497,2
430560,COLORADO,-2,2,3,1,-6,3572,-2
430570,CONDOR,10,-1,9,5,8,6791,31
430580,CONSTANTINA,-2,5,7,3,-5,10077,8
430583,COQUEIRO BAIXO,-2,-1,5,-2,-12,1567,-12
430585,COQUEIROS DO SUL,-1,1,3,5,-6,2497,2
430587,CORONEL BARROS,-2,-1,3,3,-14,2546,-11
430590,CORONEL BICACO,-2,10,3,-2,-8,7885,1
430593,CORONEL PILAR,-2,-1,3,-3,-8,1754,-11
430595,COTIPORA,2,1,3,2,-6,4019,2
430597,COXILHA,1,0,5,3,-8,2895,1
430600,CRISSIUMAL,-1,12,1,3,-6,14360,9
430605,CRISTAL,-1,-1,9,4,-8,7659,3
430607,CRISTAL DO SUL,-2,2,5,1,-14,2915,-8
430610,CRUZ ALTA,-2,12,1,1,26,64126,38
430613,CRUZALTENSE,-2,2,-1,-3,-10,2136,-14
430620,CRUZEIRO DO SUL,-2,10,5,0,-19,12876,-6
430630,DAVID CANABARRO,14,-1,9,7,-19,4834,10
430632,DERRUBADAS,10,6,7,2,-6,3199,19
430635,DEZESSEIS DE NOVEMBRO,2,5,3,0,-6,2853,4
430637,DILERMANDO DE AGUIAR,-1,1,1,-3,-8,3144,-10
430640,DOIS IRMAOS,-2,6,1,2,-1,29528,6
430642,DOIS IRMAOS DAS MISSOES,-1,6,3,1,-31,2192,-22
430645,DOIS LAJEADOS,-2,6,9,9,-6,3403,16
430650,DOM FELICIANO,-2,-5,3,1,-2,15038,-5
430655,DOM PEDRO DE ALCANTARA,-2,-2,3,4,-6,2623,-3
430660,DOM PEDRITO,8,8,-1,2,-27,39957,-10
430670,DONA FRANCISCA,-1,8,1,0,-14,3421,-6
430673,DOUTOR MAURICIO CARDOSO,-1,4,3,4,-7,5301,3
430675,DOUTOR RICARDO,-2,-5,3,7,-6,2082,-3
430676,ELDORADO DO SUL,-2,12,1,5,-6,36911,10
430680,ENCANTADO,-2,6,7,-3,-6,21609,2
430690,ENCRUZILHADA DO SUL,12,10,1,4,-17,25563,10
430692,ENGENHO VELHO,-2,-3,5,2,-21,1462,-19
430693,ENTRE-IJUIS,-2,1,1,4,-6,9101,-2
430695,ENTRE RIOS DO SUL,-2,8,1,1,-8,3108,0
430697,EREBANGO,-2,-3,1,0,-1,3063,-5
430700,ERECHIM,-2,10,7,17,-8,101122,24
430705,ERNESTINA,8,-1,7,4,-11,3198,7
430710,HERVAL,-1,-7,3,3,-4,6969,-6
430720,ERVAL GRANDE,-1,-1,-1,-1,-8,5248,-12
430730,ERVAL SECO,-2,5,1,4,-12,7899,-4
430740,ESMERALDA,-2,2,3,5,-6,3287,2
430745,ESPERANCA DO SUL,1,4,9,2,-12,3291,4
430750,ESPUMOSO,-2,4,5,6,-10,15770,3
430755,ESTACAO,-2,-5,3,6,-6,6178,-4
430760,ESTANCIA VELHA,14,12,7,9,1,45500,43
430770,ESTEIO,14,8,1,8,6,83700,37
430780,ESTRELA,-2,4,9,5,-12,32309,4
430781,ESTRELA VELHA,-2,1,3,3,-6,3741,-1
430783,EUGENIO DE CASTRO,-2,-5,5,2,-8,2795,-8
430786,FAGUNDES VARELA,-2,2,3,5,-6,2689,2
430790,FARROUPILHA,-1,10,3,1,-6,67465,7
430800,FAXINAL DO SOTURNO,14,6,7,1,-27,6871,1
430805,FAXINALZINHO,-1,-5,7,6,-8,2587,-1
430807,FAZENDA VILANOVA,-2,-5,7,3,-8,3993,-5
430810,FELIZ,-2,6,5,-1,-6,12992,2
430820,FLORES DA CUNHA,-2,10,-1,-1,-6,28739,0
