Unnamed: 0,cod,cod2,nome,nome.1,nomeUF,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
4589,4589,251390,SAO BENTO,SAO BENTO,SAO BENTO - PB,PB,-1,-2,7,-5,-6,32651,-7,Masculino,39,médio cpt.,PR,Nordeste,67.66,18.51,75.57,16.3,77.25,10.6,292,428,593,0.45,0.53,0.49,61.77,110.64,176.75
4590,4590,316080,SAO BENTO ABADE,SAO BENTO ABADE,SAO BENTO ABADE - MG,MG,-2,-7,7,-4,-6,4915,-12,Masculino,55,médio incpt.,PTB,Sudeste,55.9,83.2,60.63,60.74,69.14,29.2,393,543,672,0.57,0.62,0.56,213.74,354.06,476.58
4591,4591,241160,SAO BENTO DO NORTE,SAO BENTO DO NORTE,SAO BENTO DO NORTE - RN,RN,10,-7,1,-3,-8,2967,-7,Masculino,41,médio incpt.,PSD,Nordeste,67.62,62.38,66.74,43.52,70.79,24.4,327,469,622,0.51,0.55,0.51,157.61,173.88,279.72
4592,4592,354860,SAO BENTO DO SAPUCAI,SAO BENTO DO SAPUCAI,SAO BENTO DO SAPUCAI - SP,SP,-2,-7,5,2,-8,10831,-10,Masculino,59,médio incpt.,PSDB,Sudeste,57.56,78.83,65.56,55.42,72.34,20.4,469,614,720,0.54,0.55,0.51,354.41,557.04,788.29
4593,4593,421580,SAO BENTO DO SUL,SAO BENTO DO SUL,SAO BENTO DO SUL - SC,SC,-2,12,3,3,-10,78998,6,Masculino,32,Pós-graduação,PMDB,Sul,71.84,34.36,69.83,28.6,74.34,14.5,569,702,782,0.48,0.52,0.45,130.29,167.58,236.14
4594,4594,172010,SAO BENTO DO TOCANTINS,SAO BENTO DO TOCANTINS,SAO BENTO DO TOCANTINS - TO,TO,-2,-3,3,-4,-7,4954,-13,Masculino,42,superior cpt.,PTB,Norte,66.62,98.53,62.48,51.47,70.7,27.2,306,444,605,0.61,0.52,0.43,237.83,370.03,526.65
4595,4595,241170,SAO BENTO DO TRAIRI,SAO BENTO DO TRAIRI,SAO BENTO DO TRAIRI - RN,RN,4,-9,5,-2,-6,4205,-8,Feminino,47,superior cpt.,PCB,Nordeste,60.14,25.72,72.93,18,76.65,12.84,340,485,633,0.45,0.6,0.53,107,140.96,247.36
4596,4596,261300,SAO BENTO DO UNA,SAO BENTO DO UNA,SAO BENTO DO UNA - PE,PE,2,10,7,-2,-6,56413,11,Feminino,34,Pós-graduação,PSB,Nordeste,72.87,21.05,73.5,20.2,76.61,11.4,318,458,614,0.56,0.52,0.44,144.56,269.31,444.75
4597,4597,421575,SAO BERNARDINO,SAO BERNARDINO,SAO BERNARDINO - SC,SC,-2,-1,9,3,-6,2641,3,Masculino,45,médio cpt.,PP,Sul,60.93,18.6,72.62,17.7,76.61,10.7,400,550,677,0.62,0.52,0.47,107.26,165.99,272.39
4598,4598,211060,SAO BERNARDO,SAO BERNARDO,SAO BERNARDO - MA,MA,-2,-4,1,-6,-19,27369,-30,Masculino,41,superior cpt.,PV,Nordeste,66.84,66.82,67.05,36.46,68.93,33,276,412,582,0.51,0.62,0.59,87.99,95,196.57
4599,4599,354870,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO - SP,SP,12,10,9,13,24,805895,68,Masculino,54,superior cpt.,PT,Sudeste,68.73,37.53,69.03,31.69,73.04,18.5,642,759,837,0.52,0.53,0.46,136.5,204.01,290.53
4600,4600,421590,SAO BONIFACIO,SAO BONIFACIO,SAO BONIFACIO - SC,SC,-2,10,3,6,-12,2989,5,Masculino,58,médio cpt.,PSDB,Sul,61.47,72.81,62.82,50.16,71.23,24.2,507,646,744,0.68,0.53,0.55,269.41,314.91,798.97
4601,4601,431800,SAO BORJA,SAO BORJA,SAO BORJA - RS,RS,-2,12,7,7,-15,63194,9,Masculino,46,superior incpt.,PDT,Sul,65.15,44.63,69.49,29.38,71.01,23.9,540,673,763,0.53,0.6,0.51,111.52,198.28,274.61
4602,4602,270820,SAO BRAS,SAO BRAS,SAO BRAS - AL,AL,-1,-3,5,-5,-8,7006,-12,Masculino,45,médio cpt.,PSDB,Nordeste,69.38,17.96,77.18,11.4,78.2,9.5,304,441,603,0.6,0.59,0.53,162.21,200.88,317.66
4603,4603,316090,SAO BRAS DO SUACUI,SAO BRAS DO SUACUI,SAO BRAS DO SUACUI - MG,MG,-2,-4,5,-1,-8,3673,-10,Masculino,50,superior cpt.,PRB,Sudeste,60.89,93.8,63.34,65.9,70.38,25.8,476,620,725,0.57,0.55,0.54,144.08,209.93,292.74
4604,4604,220955,SAO BRAZ DO PIAUI,SAO BRAZ DO PIAUI,SAO BRAZ DO PIAUI - PI,PI,-2,-9,5,-7,-17,4363,-30,Masculino,32,fundamental cpt.,PSB,Nordeste,63.46,19.08,73.06,17.7,76.78,11.19,295,432,596,0.56,0.6,0.54,424.9,675.96,936.75
4605,4605,150710,SAO CAETANO DE ODIVELAS,SAO CAETANO DE ODIVELAS,SAO CAETANO DE ODIVELAS - PA,PA,10,-7,1,-6,-8,17266,-10,Masculino,55,médio cpt.,PSDB,Norte,67.32,28.15,73.92,19.4,77.01,10.9,337,481,630,0.66,0.51,0.44,334.96,406.05,710.38
4606,4606,354880,SAO CAETANO DO SUL,SAO CAETANO DO SUL,SAO CAETANO DO SUL - SP,SP,12,6,5,8,-5,156362,26,Masculino,69,Pós-graduação,PMDB,Sudeste,71.83,41.62,69.6,19.52,74.52,13.4,697,820,862,0.44,0.5,0.42,266.22,385.66,574.96
4607,4607,261310,SAO CAITANO,SAO CAITANO,SAO CAITANO - PE,PE,12,2,7,-2,-21,36485,-2,Masculino,58,Pós-graduação,PTB,Nordeste,65.29,45.07,68.12,32.26,73.01,18.77,288,424,591,0.54,0.51,0.46,81.29,158.64,291.16
4608,4608,354890,SAO CARLOS,SAO CARLOS,SAO CARLOS - SP,SP,1,12,3,4,23,236457,43,Masculino,64,Pós-graduação,PSDB,Sudeste,72.89,31.81,71.65,24.2,73.74,15.4,620,741,811,0.58,0.5,0.53,131.4,160.07,199.34
4609,4609,421600,SAO CARLOS,SAO CARLOS,SAO CARLOS - SC,SC,-2,8,1,-4,-6,10753,-3,Masculino,31,superior cpt.,PMDB,Sul,58.23,65.84,64.3,44.73,69.52,28.9,550,683,769,0.41,0.52,0.47,84.69,218.35,288.86
4610,4610,412460,SAO CARLOS DO IVAI,SAO CARLOS DO IVAI,SAO CARLOS DO IVAI - PR,PR,0,6,5,1,-39,6668,-27,Masculino,37,médio incpt.,PSD,Sul,65.14,96.08,62.12,52.88,70.21,26.7,437,586,702,0.58,0.57,0.47,375.21,608.79,895.36
4611,4611,280670,SAO CRISTOVAO,SAO CRISTOVAO,SAO CRISTOVAO - SE,SE,1,10,7,-7,-34,84620,-23,Feminino,42,superior cpt.,PSB,Nordeste,66.19,82.21,62.61,50.99,70.36,26.5,403,553,680,0.56,0.56,0.5,234.87,450.23,501.21
4612,4612,421605,SAO CRISTOVAO DO SUL,SAO CRISTOVAO DO SUL,SAO CRISTOVAO DO SUL - SC,SC,-2,8,5,-1,-10,5255,0,Feminino,48,Pós-graduação,PP,Sul,58.56,86.09,62.77,50.36,70.39,26.2,396,545,674,0.48,0.6,0.51,105.24,134.77,266.56
4613,4613,292890,SAO DESIDERIO,SAO DESIDERIO,SAO DESIDERIO - BA,BA,-2,8,5,3,-12,31785,2,Masculino,42,superior incpt.,PMDB,Nordeste,66.56,23,72.32,22.7,76.66,11.4,275,411,582,0.59,0.55,0.57,125.52,163.73,302.2
4614,4614,251396,SAO DOMINGOS,SAO DOMINGOS,SAO DOMINGOS - PB,PB,-2,-7,3,-4,-6,2999,-16,Feminino,42,médio cpt.,PMDB,Nordeste,64.74,33.53,68.34,30.8,74.77,13.5,274,410,581,0.46,0.56,0.46,77.99,154.54,253.36
4615,4615,280680,SAO DOMINGOS,SAO DOMINGOS,SAO DOMINGOS - SE,SE,-2,-9,3,-4,-14,10801,-26,Masculino,44,Pós-graduação,PT,Nordeste,68.73,33.25,70.44,27.36,73.01,18.6,283,420,588,0.6,0.6,0.54,431.03,607.21,685.04
4616,4616,292895,SAO DOMINGOS,SAO DOMINGOS,SAO DOMINGOS - BA,BA,-2,-7,5,0,-6,9820,-10,Masculino,54,médio cpt.,PP,Nordeste,63.05,52.88,67.74,34.99,69.25,29.2,349,496,640,0.51,0.59,0.55,271.07,513.69,734.83
4617,4617,421610,SAO DOMINGOS,SAO DOMINGOS,SAO DOMINGOS - SC,SC,-2,6,9,-3,-31,9530,-21,Masculino,42,superior cpt.,PT,Sul,61.74,78.45,62.01,53.3,68.92,32.9,542,676,765,0.55,0.62,0.52,683.15,994.3,1036.09
4618,4618,521980,SAO DOMINGOS,SAO DOMINGOS,SAO DOMINGOS - GO,GO,-2,-5,1,-1,-6,12016,-13,Feminino,47,fundamental cpt.,PDT,Centro-Oeste,63.68,50.31,67.44,36,71.38,22.9,305,442,604,0.59,0.61,0.39,246.06,516.04,672.58
4619,4619,316095,SAO DOMINGOS DAS DORES,SAO DOMINGOS DAS DORES,SAO DOMINGOS DAS DORES - MG,MG,-2,-5,7,-6,-6,5622,-12,Masculino,45,fundamental cpt.,PSB,Sudeste,61.53,54.06,70.51,25.52,71.38,23.4,359,507,649,0.51,0.6,0.59,149.37,181.61,231.65
4620,4620,150715,SAO DOMINGOS DO ARAGUAIA,SAO DOMINGOS DO ARAGUAIA,SAO DOMINGOS DO ARAGUAIA - PA,PA,8,-2,7,4,-8,24012,9,Masculino,51,médio cpt.,PPS,Norte,65.1,103.29,59.63,63.11,67.76,37,316,454,613,0.48,0.69,0.51,112.63,255.05,227.76
4621,4621,211065,SAO DOMINGOS DO AZEITAO,SAO DOMINGOS DO AZEITAO,SAO DOMINGOS DO AZEITAO - MA,MA,12,-3,-2,-7,-6,7147,-6,Masculino,47,médio cpt.,PMDB,Nordeste,68.49,42.17,68.79,26.85,73.66,16,289,426,592,0.64,0.57,0.49,407.01,516.14,689.09
4622,4622,150720,SAO DOMINGOS DO CAPIM,SAO DOMINGOS DO CAPIM,SAO DOMINGOS DO CAPIM - PA,PA,14,12,7,-4,-15,30550,14,Masculino,49,fundamental incpt.,PSDB,Norte,62.34,36.09,71.74,23.64,74.36,16.3,330,472,624,0.62,0.61,0.59,203.36,184.11,313.07
4623,4623,251394,SAO DOMINGOS DO CARIRI,SAO DOMINGOS DO CARIRI,SAO DOMINGOS DO CARIRI - PB,PB,-2,-7,1,-4,-8,2522,-20,Masculino,70,fundamental cpt.,PSDB,Nordeste,63.56,19.01,74.82,14.2,75.33,13.1,346,493,638,0.53,0.65,0.56,114.36,308.58,366.26
4624,4624,211070,SAO DOMINGOS DO MARANHAO,SAO DOMINGOS DO MARANHAO,SAO DOMINGOS DO MARANHAO - MA,MA,-2,-4,5,-7,-6,33725,-14,Masculino,50,superior incpt.,PP,Nordeste,61.56,53.37,67.52,34.08,72.21,21.1,283,420,588,0.41,0.54,0.57,70.3,76.12,127.77
4625,4625,320465,SAO DOMINGOS DO NORTE,SAO DOMINGOS DO NORTE,SAO DOMINGOS DO NORTE - ES,ES,14,5,1,-6,-6,8595,8,Masculino,51,médio cpt.,PSB,Sudeste,62.73,43,66.62,29.15,71.78,21,445,593,707,0.57,0.57,0.54,138.03,207.9,330.66
4626,4626,316100,SAO DOMINGOS DO PRATA,SAO DOMINGOS DO PRATA,SAO DOMINGOS DO PRATA - MG,MG,14,-3,3,1,-6,17811,9,Masculino,51,médio cpt.,PSDB,Sudeste,61.89,78.9,63.23,48.62,71.11,24.1,416,569,690,0.55,0.62,0.48,229.28,440.28,665.99
4627,4627,431805,SAO DOMINGOS DO SUL,SAO DOMINGOS DO SUL,SAO DOMINGOS DO SUL - RS,RS,-2,-1,3,-6,-6,3046,-12,Masculino,54,superior incpt.,PT,Sul,64.56,78.45,65.13,41.85,71.65,24.4,568,701,781,0.61,0.59,0.57,114.97,219.3,369.39
4628,4628,292910,SAO FELIPE,SAO FELIPE,SAO FELIPE - BA,BA,-1,2,5,0,-1,21513,5,Masculino,67,superior cpt.,PP,Nordeste,64.56,48.39,67.9,35.41,72.68,19.2,324,464,620,0.45,0.51,0.55,52.01,100.88,157.24
4629,4629,110148,SAO FELIPE D'OESTE,SAO FELIPE D'OESTE,SAO FELIPE D'OESTE - RO,RO,-2,12,3,-1,-8,6219,4,Masculino,46,médio cpt.,PMDB,Norte,73.35,32.79,69.86,25.75,75.86,14.1,358,506,649,0.48,0.54,0.38,233.3,427.55,646.15
4630,4630,292900,SAO FELIX,SAO FELIX,SAO FELIX - BA,BA,12,5,7,-4,-10,15004,10,Masculino,32,superior cpt.,PSB,Nordeste,56.78,59.1,66.53,37.22,72.03,21.6,388,539,669,0.51,0.43,0.44,190.27,168.26,321.11
4631,4631,211080,SAO FELIX DE BALSAS,SAO FELIX DE BALSAS,SAO FELIX DE BALSAS - MA,MA,8,-3,3,-6,-8,4593,-6,Masculino,61,médio cpt.,PRB,Nordeste,59.8,54.79,65.76,39.73,69.52,29.3,274,409,581,0.51,0.52,0.57,63.42,141.81,199.47
4632,4632,316105,SAO FELIX DE MINAS,SAO FELIX DE MINAS,SAO FELIX DE MINAS - MG,MG,-1,-3,7,4,-1,3467,6,Masculino,50,médio cpt.,PSDB,Sudeste,55.74,84.03,63.16,50.49,71.28,22.9,342,487,635,0.49,0.53,0.39,244.17,430.44,623.51
4633,4633,510785,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA - MT,MT,-2,6,7,-3,-6,10951,2,Masculino,64,médio cpt.,PPS,Centro-Oeste,62.38,55.69,69.46,29.48,72.87,19,416,569,690,0.48,0.58,0.55,104.52,194.02,262.34
4634,4634,292905,SAO FELIX DO CORIBE,SAO FELIX DO CORIBE,SAO FELIX DO CORIBE - BA,BA,-2,-1,1,-1,-12,15443,-15,Masculino,51,médio cpt.,PSD,Nordeste,65.83,62.23,69.17,35.04,69.98,26.7,347,493,639,0.43,0.4,0.41,215.98,312.67,652.36
4635,4635,220960,SAO FELIX DO PIAUI,SAO FELIX DO PIAUI,SAO FELIX DO PIAUI - PI,PI,-2,-9,7,-7,-8,2945,-19,Masculino,41,médio cpt.,PSD,Nordeste,68.38,32.55,69.07,20.29,72.21,18.2,354,501,645,0.61,0.55,0.52,363.56,498.08,758.46
4636,4636,172015,SAO FELIX DO TOCANTINS,SAO FELIX DO TOCANTINS,SAO FELIX DO TOCANTINS - TO,TO,-4,-4,7,-3,-8,1518,-12,Masculino,37,Pós-graduação,PR,Norte,66.83,75.11,63.56,47.4,68.58,31.9,294,431,595,0.61,0.59,0.54,236.76,495.32,746.52
4637,4637,150730,SAO FELIX DO XINGU,SAO FELIX DO XINGU,SAO FELIX DO XINGU - PA,PA,10,4,7,8,-5,106940,24,Masculino,52,médio cpt.,PPS,Norte,62.56,73.83,63.79,46.59,68.89,31.1,315,453,611,0.53,0.39,0.38,365.99,474.3,810.09
4638,4638,241180,SAO FERNANDO,SAO FERNANDO,SAO FERNANDO - RN,RN,4,-7,5,-5,-6,3556,-9,Masculino,49,superior cpt.,PSB,Nordeste,68.07,37.19,69.21,31.13,73.26,18.2,352,498,642,0.64,0.57,0.44,328.85,429.72,480.79
4639,4639,330480,SAO FIDELIS,SAO FIDELIS,SAO FIDELIS - RJ,RJ,-2,0,5,-2,-6,37717,-5,Masculino,55,médio cpt.,PMDB,Sudeste,60.88,30.55,70.4,22.7,73.82,16.6,449,597,710,0.55,0.64,0.49,80.89,118.87,272.21
4640,4640,251398,SAO FRANCISCO,SAO FRANCISCO,SAO FRANCISCO - PB,PB,10,-5,1,1,-8,3389,-1,Masculino,35,Pós-graduação,PSDB,Nordeste,67.43,23.15,71.54,19.7,74.1,14,272,408,580,0.51,0.57,0.54,50.13,106.14,256.79
4641,4641,280690,SAO FRANCISCO,SAO FRANCISCO,SAO FRANCISCO - SE,SE,-2,-3,5,-5,-8,3705,-13,Masculino,48,médio cpt.,PR,Nordeste,64.05,100.47,61.97,53.45,69.04,30.9,367,516,654,0.65,0.48,0.44,307.41,338.97,620.58
4642,4642,316110,SAO FRANCISCO,SAO FRANCISCO,SAO FRANCISCO - MG,MG,-2,2,3,9,-10,56003,2,Masculino,48,superior incpt.,PMDB,Sudeste,71.91,28.06,69.97,27,74.47,13.9,345,492,638,0.53,0.56,0.51,428.82,724.12,982.9
4643,4643,354900,SAO FRANCISCO,SAO FRANCISCO,SAO FRANCISCO - SP,SP,-2,-5,-1,8,-6,2864,-6,Masculino,39,superior cpt.,PSD,Sudeste,59.14,31.67,69.07,20.29,72.44,17.8,489,631,732,0.48,0.49,0.49,188.7,284.74,488.06
4644,4644,431810,SAO FRANCISCO DE ASSIS,SAO FRANCISCO DE ASSIS,SAO FRANCISCO DE ASSIS - RS,RS,-2,-2,3,1,-33,19621,-33,Masculino,32,superior cpt.,PP,Sul,64.56,37.36,69.2,31.16,73.69,17.4,445,593,707,0.52,0.48,0.57,552.19,688.16,1048.6
4645,4645,220965,SAO FRANCISCO DE ASSIS DO PIAUI,SAO FRANCISCO DE ASSIS DO PIAUI,SAO FRANCISCO DE ASSIS DO PIAUI - PI,PI,-2,-5,3,-4,-8,5728,-16,Masculino,32,superior cpt.,PMDB,Nordeste,65.59,29.63,71.67,19.4,76.57,10.7,273,409,581,0.48,0.54,0.6,54.48,84.62,141.81
4646,4646,521990,SAO FRANCISCO DE GOIAS,SAO FRANCISCO DE GOIAS,SAO FRANCISCO DE GOIAS - GO,GO,-2,-5,5,-4,-6,6315,-12,Masculino,49,superior cpt.,PMDB,Centro-Oeste,66.85,25.14,73.9,18.05,77.01,12.4,417,569,690,0.41,0.46,0.39,493.33,675.42,945.33
4647,4647,330475,SAO FRANCISCO DE ITABAPOANA,SAO FRANCISCO DE ITABAPOANA,SAO FRANCISCO DE ITABAPOANA - RJ,RJ,14,10,3,-2,-6,41397,19,Masculino,35,Pós-graduação,PSC,Sudeste,61.04,68.8,62.31,52.12,69.86,29.8,355,503,646,0.68,0.57,0.71,231.77,335.18,487.66
4648,4648,316120,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - MG,MG,-2,-3,3,-5,-6,6666,-13,Masculino,47,superior cpt.,PR,Sudeste,60.79,65.69,66.34,37.84,73.71,17.4,382,533,665,0.37,0.33,0.37,324.55,426.26,672.81
4649,4649,431820,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - RS,RS,-1,10,7,2,-8,21408,10,Masculino,46,Pós-graduação,PTB,Sul,69.58,43.36,69.2,31.15,74.96,15.4,464,610,718,0.66,0.58,0.52,172.45,181.35,257.21
4650,4650,316130,SAO FRANCISCO DE SALES,SAO FRANCISCO DE SALES,SAO FRANCISCO DE SALES - MG,MG,-2,-7,1,3,-6,6069,-11,Feminino,52,médio cpt.,PSB,Sudeste,63.84,39.23,66.9,28.36,70.04,25.8,466,612,719,0.51,0.47,0.42,258.91,282.65,576.48
4651,4651,211085,SAO FRANCISCO DO BREJAO,SAO FRANCISCO DO BREJAO,SAO FRANCISCO DO BREJAO - MA,MA,-2,-5,7,1,-14,11027,-13,Masculino,40,médio cpt.,PSDB,Nordeste,62.64,78.95,62.31,52.12,68.96,32.8,287,424,591,0.43,0.53,0.58,73.85,101.79,140.76
4652,4652,292920,SAO FRANCISCO DO CONDE,SAO FRANCISCO DO CONDE,SAO FRANCISCO DO CONDE - BA,BA,14,2,7,7,-18,36677,12,Feminino,51,Pós-graduação,PT,Nordeste,63.68,72.66,67.67,40.16,71.75,21.7,396,545,674,0.71,0.69,0.53,193.57,238.07,281.18
4653,4653,316140,SAO FRANCISCO DO GLORIA,SAO FRANCISCO DO GLORIA,SAO FRANCISCO DO GLORIA - MG,MG,-2,-1,3,-6,-6,5211,-12,Masculino,61,médio cpt.,PT,Sudeste,61.6,59.09,66.84,38.08,72.08,21,388,538,669,0.42,0.51,0.5,165.4,375.81,543.58
4654,4654,110149,SAO FRANCISCO DO GUAPORE,SAO FRANCISCO DO GUAPORE,SAO FRANCISCO DO GUAPORE - RO,RO,8,4,9,-8,-10,18265,3,Feminino,25,superior cpt.,PP,Norte,63.38,102.77,61.74,54.36,69.64,29,315,452,611,0.52,0.56,0.5,580.65,867.68,953.96
4655,4655,211090,SAO FRANCISCO DO MARANHAO,SAO FRANCISCO DO MARANHAO,SAO FRANCISCO DO MARANHAO - MA,MA,6,-9,5,-6,-8,11955,-12,Masculino,41,superior cpt.,PDT,Nordeste,65.82,22.85,73.45,20.4,76.35,11.8,273,408,580,0.41,0.59,0.57,98.49,100.67,182.63
4656,4656,241190,SAO FRANCISCO DO OESTE,SAO FRANCISCO DO OESTE,SAO FRANCISCO DO OESTE - RN,RN,-1,-9,7,-1,-8,4103,-12,Feminino,44,médio cpt.,PTB,Nordeste,61.13,108.53,59.19,65.05,67.21,36.7,340,484,632,0.57,0.55,0.45,281.88,465.21,588.2
4657,4657,150740,SAO FRANCISCO DO PARA,SAO FRANCISCO DO PARA,SAO FRANCISCO DO PARA - PA,PA,-2,0,3,0,-8,15301,-7,Masculino,35,superior cpt.,PSDB,Norte,64.27,19.16,72.26,18.4,74.31,13.7,371,520,657,0.54,0.47,0.46,212.94,332.05,551.93
4658,4658,220970,SAO FRANCISCO DO PIAUI,SAO FRANCISCO DO PIAUI,SAO FRANCISCO DO PIAUI - PI,PI,8,-9,5,-5,-8,6335,-9,Masculino,33,Pós-graduação,PT,Nordeste,63.07,50.9,68.6,34.2,71.59,19.32,272,408,580,0.51,0.57,0.54,50.13,106.14,256.79
4659,4659,421620,SAO FRANCISCO DO SUL,SAO FRANCISCO DO SUL,SAO FRANCISCO DO SUL - SC,SC,-2,6,3,-1,8,46477,14,Masculino,47,superior cpt.,PP,Sul,63.9,36.68,70.53,22.34,75.08,14,575,705,785,0.42,0.47,0.48,120.11,136.38,245.01
4660,4660,292925,SAO GABRIEL,SAO GABRIEL,SAO GABRIEL - BA,BA,14,-3,-1,6,5,19495,21,Feminino,38,superior cpt.,PSD,Nordeste,71.33,35.75,71.47,21.55,76.01,16.1,298,435,599,0.46,0.59,0.5,118.37,246.86,405.76
4661,4661,431830,SAO GABRIEL,SAO GABRIEL,SAO GABRIEL - RS,RS,-2,12,1,-3,-27,62594,-19,Masculino,68,superior incpt.,PT,Sul,70.15,29.82,71.17,25.24,74.85,15.6,518,657,751,0.47,0.53,0.44,355.7,559.51,773.05
4662,4662,130380,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL DA CACHOEIRA - AM,AM,-2,8,3,6,6,41575,21,Masculino,48,médio cpt.,PC do B,Norte,62.34,44.56,66.72,39.52,71.43,21.4,388,538,669,0.5,0.62,0.5,87.44,142.72,233.77
4663,4663,320470,SAO GABRIEL DA PALHA,SAO GABRIEL DA PALHA,SAO GABRIEL DA PALHA - ES,ES,12,10,9,-3,-8,35232,20,Masculino,35,Pós-graduação,PRP,Sudeste,62.98,53.17,69.9,28.13,72.55,19.8,472,617,722,0.44,0.44,0.43,331.21,308.15,549.08
4664,4664,500769,SAO GABRIEL DO OESTE,SAO GABRIEL DO OESTE,SAO GABRIEL DO OESTE - MS,MS,8,6,7,-5,0,24035,16,Masculino,65,médio cpt.,PR,Centro-Oeste,69.58,32.82,69.38,30.57,74.43,16.2,526,664,756,0.49,0.59,0.5,91.21,149.7,324.56
4665,4665,316150,SAO GERALDO,SAO GERALDO,SAO GERALDO - MG,MG,-2,-5,1,-3,-8,11178,-17,Masculino,29,Pós-graduação,PSDB,Sudeste,62.46,30.86,69.51,19.36,74.96,14.55,402,552,679,0.53,0.54,0.51,385.96,510.85,742.81
4666,4666,316160,SAO GERALDO DA PIEDADE,SAO GERALDO DA PIEDADE,SAO GERALDO DA PIEDADE - MG,MG,-2,-5,1,-5,-10,4372,-21,Masculino,39,médio cpt.,PP,Sudeste,65.91,39.85,70.66,26.71,72.75,19,320,459,615,0.44,0.6,0.45,128.81,205.36,296.99
4667,4667,150745,SAO GERALDO DO ARAGUAIA,SAO GERALDO DO ARAGUAIA,SAO GERALDO DO ARAGUAIA - PA,PA,0,0,3,4,-6,25056,1,Masculino,55,médio incpt.,PMDB,Norte,59.13,78.08,65.36,50.06,71.47,22.3,294,432,595,0.49,0.54,0.53,206.09,223.19,271.59
4668,4668,316165,SAO GERALDO DO BAIXIO,SAO GERALDO DO BAIXIO,SAO GERALDO DO BAIXIO - MG,MG,-2,-1,1,-4,-8,3740,-14,Masculino,36,médio cpt.,PP,Sudeste,65.73,63.56,69.11,35.26,74.72,14.6,352,498,643,0.52,0.56,0.52,68.69,116.5,213.53
4669,4669,330490,SAO GONCALO,SAO GONCALO,SAO GONCALO - RJ,RJ,12,10,5,18,43,1025507,88,Masculino,50,Pós-graduação,PR,Sudeste,65.83,87.86,62.82,50.16,67.06,37.8,543,677,765,0.54,0.53,0.46,360.58,530.33,691.69
4670,4670,316170,SAO GONCALO DO ABAETE,SAO GONCALO DO ABAETE,SAO GONCALO DO ABAETE - MG,MG,-2,-9,7,4,-4,6651,-4,Masculino,43,superior incpt.,PMDB,Sudeste,67.17,39.02,69.62,29.84,75.53,14.5,421,572,693,0.54,0.49,0.55,89.41,167.82,244.68
4671,4671,231240,SAO GONCALO DO AMARANTE,SAO GONCALO DO AMARANTE,SAO GONCALO DO AMARANTE - CE,CE,14,4,5,4,-1,46247,26,Masculino,45,superior cpt.,PSB,Nordeste,60.53,54.2,66.67,36.74,69.34,29.9,382,532,665,0.53,0.58,0.74,147.73,132.48,302.83
4672,4672,241200,SAO GONCALO DO AMARANTE,SAO GONCALO DO AMARANTE,SAO GONCALO DO AMARANTE - RN,RN,12,10,7,-4,3,95218,28,Masculino,62,superior cpt.,PR,Nordeste,65.95,51.76,67.4,37.12,72.52,19.4,395,544,674,0.46,0.48,0.42,304.02,406.76,627.59
4673,4673,220975,SAO GONCALO DO GURGUEIA,SAO GONCALO DO GURGUEIA,SAO GONCALO DO GURGUEIA - PI,PI,1,-3,3,-5,-8,2923,-12,Masculino,40,médio cpt.,PT,Nordeste,67.36,47.68,68.42,33.65,73.91,17.1,271,406,579,0.43,0.46,0.67,83.1,128.97,281.43
4674,4674,316180,SAO GONCALO DO PARA,SAO GONCALO DO PARA,SAO GONCALO DO PARA - MG,MG,12,12,-1,1,-8,11289,16,Masculino,37,superior cpt.,PDT,Sudeste,65.91,25.72,72.12,22.61,75.99,13.8,425,574,695,0.55,0.66,0.52,76.67,108.11,214.09
4675,4675,220980,SAO GONCALO DO PIAUI,SAO GONCALO DO PIAUI,SAO GONCALO DO PIAUI - PI,PI,-2,-4,7,-8,-6,4866,-13,Masculino,50,fundamental cpt.,PT,Nordeste,56.78,75.39,63.45,47.81,70.14,27,388,539,669,0.53,0.48,0.49,291.45,411.91,693.25
4676,4676,316190,SAO GONCALO DO RIO ABAIXO,SAO GONCALO DO RIO ABAIXO,SAO GONCALO DO RIO ABAIXO - MG,MG,1,8,7,1,-3,10384,14,Masculino,32,superior cpt.,PDT,Sudeste,65.44,30.63,72.5,21.59,76.27,13.4,384,535,667,0.57,0.5,0.38,419.23,453.67,614.14
4677,4677,312550,SAO GONCALO DO RIO PRETO,SAO GONCALO DO RIO PRETO,SAO GONCALO DO RIO PRETO - MG,MG,-2,6,9,0,-6,3170,7,Masculino,35,superior cpt.,PT,Sudeste,65.15,23.22,70.2,22.3,74.34,13.7,386,537,668,0.43,0.51,0.56,76.5,126.63,205.65
