cod,cod2,nome,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
166,510060,ALTO TAQUARI,MT,-2,0,7,-4,-21,9070,-20,Masculino,46,superior cpt.,DEM,Centro-Oeste,69,22.97,72.49,19.02,74.95,15.4,0.56,693,776,0.47,0.71,0.46,347.05,889.51,781.26
167,410050,ALTONIA,PR,-1,12,5,4,-6,21489,14,Masculino,46,médio cpt.,PDT,Sul,64.17,35.28,70.19,18.28,75.88,11.6,562,695,777,0.61,0.51,0.38,231.77,367.42,585.49
168,220040,ALTOS,PI,0,2,7,-6,-12,39522,-9,Feminino,40,superior cpt.,PPS,Nordeste,58.34,58.22,65.3,41.27,71.03,24.8,561,693,776,0.54,0.55,0.55,119,165.75,314.48
169,350115,ALUMINIO,SP,-2,-3,3,6,-12,17784,-8,Masculino,71,fundamental cpt.,PSDB,Sudeste,62.69,37.04,70.48,22.6,75.47,14,0.56,693,776,0.39,0.42,0.42,489.03,597.76,747.27
170,130002,ALVARAES,AM,6,-3,7,-2,-19,15166,-11,Masculino,45,superior cpt.,PMDB,Norte,63.41,49.58,65.37,45.79,71.69,20.8,0.56,693,776,0.63,0.55,0.58,165.64,184.29,178.67
171,310220,ALVARENGA,MG,-2,-3,1,-6,-12,4395,-22,Feminino,51,superior cpt.,PT,Sudeste,67.16,41.9,67.04,38.39,72.85,18.8,0.56,692,776,0.54,0.57,0.52,126.24,216.66,312.46
172,350120,ALVARES FLORENCE,SP,-2,-9,3,-1,-12,3915,-21,Masculino,55,médio cpt.,PMDB,Sudeste,60.35,30.55,71.18,21.2,73.35,17.4,0.56,692,776,0.47,0.53,0.41,226.48,496.24,627.14
173,350130,ALVARES MACHADO,SP,-2,6,7,-1,-4,24482,6,Masculino,46,superior cpt.,PV,Sudeste,61.96,22.68,72.32,19.1,75.03,14.7,0.56,692,776,0.49,0.53,0.46,345.69,514.41,672.03
174,350140,ALVARO DE CARVALHO,SP,-1,-9,5,2,-6,4937,-9,Masculino,53,médio incpt.,PSDB,Sudeste,65.43,33.05,68.36,27.1,73.31,17.5,559,692,776,0.45,0.4,0.38,220.18,290.82,512.99
175,350150,ALVINLANDIA,SP,-2,-9,5,-4,-8,3137,-18,Masculino,46,médio cpt.,PPS,Sudeste,62.91,34.91,70.57,22.4,72.48,18.9,559,692,776,0.45,0.48,0.53,285.04,364.53,710.49
176,310230,ALVINOPOLIS,MG,-2,-1,5,-4,-4,15642,-6,Masculino,65,fundamental incpt.,PMDB,Sudeste,69.03,33.45,69.52,30.15,74.34,16.4,559,692,776,0.6,0.54,0.46,242.6,322.13,460.96
177,170070,ALVORADA,TO,-1,-7,-1,4,-6,8557,-11,Masculino,52,superior cpt.,PMDB,Norte,63.48,49.25,68.49,32.19,75.55,12.9,558,0.69,775,0.63,0.53,0.47,417.88,471.53,539.26
178,430060,ALVORADA,RS,-2,10,5,-4,26,204750,35,Masculino,54,Pós-graduação,PT,Sul,71.07,23.63,73.3,16.46,77.41,9.77,559,691,775,0.41,0.44,0.43,334.82,428.88,600.48
179,110034,ALVORADA D'OESTE,RO,14,12,1,4,-12,17399,19,Masculino,37,médio cpt.,PP,Norte,60.89,49.76,65.16,33.37,70.75,23.8,559,691,775,0.58,0.65,0.53,138.64,318.86,469.26
180,310240,ALVORADA DE MINAS,MG,8,-5,9,2,-11,3657,3,Masculino,48,médio cpt.,PR,Sudeste,66.73,36.67,69.59,29.93,72.65,19.2,559,692,775,0.54,0.73,0.58,124.76,216.72,277.99
181,220045,ALVORADA DO GURGUEIA,PI,-1,-1,5,-1,-8,5216,-6,Masculino,54,médio cpt.,PMDB,Nordeste,60.56,87.86,61.97,53.45,69.96,28,559,691,775,0.59,0.63,0.6,67.94,146.1,203.23
182,520080,ALVORADA DO NORTE,GO,1,-1,3,-4,-6,8448,-7,Masculino,56,superior cpt.,PSDB,Centro-Oeste,71.4,37.57,67.12,34,74.15,14.4,559,691,775,0.57,0.6,0.48,237.45,308.86,429.63
183,410080,ALVORADA DO SUL,PR,-2,8,1,8,-6,10869,9,Masculino,48,Pós-graduação,PDT,Sul,64.52,26.28,70.4,17.84,74.55,13.3,559,691,775,0.52,0.52,0.48,300.46,417.84,605.41
184,140002,AMAJARI,RR,14,-9,7,3,-12,10432,3,Masculino,44,Pós-graduação,PR,Norte,60.44,76.72,66.87,32.17,73.9,15.3,558,0.69,774,0.5,0.64,0.75,254.07,179.02,121.32
185,500060,AMAMBAI,MS,-2,8,1,0,-10,36686,-3,Masculino,49,superior cpt.,PMDB,Centro-Oeste,71.76,32.89,71.02,22.73,74.07,19.4,558,0.69,774,0.58,0.62,0.56,345.93,455.04,561.14
186,160010,AMAPA,AP,-2,-9,7,-1,-16,8483,-21,Masculino,61,Pós-graduação,PRB,Norte,66.88,35.85,68.68,28.35,72.4,18.3,558,0.69,774,0.61,0.61,0.66,223.63,273.32,406.9
187,210055,AMAPA DO MARANHAO,MA,-2,-5,7,-7,-12,6669,-19,Masculino,42,superior incpt.,PRB,Nordeste,57.59,82.89,59.61,63.19,66.29,42.6,558,0.69,774,0.48,0.53,0.57,140.3,129.21,182.63
188,410090,AMAPORA,PR,12,8,3,-1,-6,5815,16,Masculino,57,superior cpt.,PT,Sul,64.39,41.1,66.99,25.68,72.09,16.9,558,0.69,774,0.4,0.53,0.39,179.21,356.94,441.01
189,260090,AMARAJI,PE,6,-6,7,0,-31,22555,-24,Masculino,52,médio cpt.,PR,Nordeste,62.16,69.58,66.3,52.18,69.89,27.3,558,0.69,774,0.53,0.49,0.5,118.2,159,286.59
190,430063,AMARAL FERRADOR,RS,12,-5,9,-5,-8,6693,3,Masculino,51,superior cpt.,PMDB,Sul,67.56,28.37,71.27,20.2,73.13,15.4,558,0.69,774,0.57,0.48,0.44,280.83,374.38,499.77
191,520082,AMARALINA,GO,-1,-1,1,-6,-6,3625,-13,Masculino,45,médio cpt.,PSDB,Centro-Oeste,69.81,29.36,70.05,26.8,73.75,14.9,557,0.69,774,0.74,0.53,0.53,241.27,257.16,276.05
192,220050,AMARANTE,PI,0,4,7,5,-4,17298,12,Masculino,42,médio cpt.,PSD,Nordeste,61.91,53.7,66.99,35.73,70,27.8,557,689,774,0.51,0.57,0.53,118.73,155.03,284.71
193,210060,AMARANTE DO MARANHAO,MA,12,8,3,3,20,39544,46,Feminino,41,superior cpt.,PV,Nordeste,56.27,90.5,61.55,55.12,67.93,36.4,557,689,774,0.68,0.6,0.59,107.77,116.3,231.79
194,290100,AMARGOSA,BA,12,6,9,-8,-7,37081,12,Feminino,42,superior cpt.,PSB,Nordeste,67.27,64.41,64.93,42.54,73.4,18.1,557,689,774,0.6,0.55,0.56,151.7,248.64,369.84
195,130006,AMATURA,AM,4,-7,7,3,3,10436,10,Masculino,51,superior cpt.,PT,Norte,60.91,59.59,66.61,41.14,71.36,21.7,557,689,774,0.7,0.66,0.64,112.32,120.37,178.69
196,290110,AMELIA RODRIGUES,BA,-1,0,3,4,-8,26477,-2,Masculino,59,superior cpt.,PT,Nordeste,63.44,75.52,65.37,41.04,73.59,17.7,557,689,773,0.53,0.56,0.49,161.36,248.2,354.66
197,290115,AMERICA DOURADA,BA,-2,-3,7,-3,-6,16884,-7,Masculino,41,médio incpt.,PT,Nordeste,66.69,101.79,62.05,53.16,70.05,27.2,557,689,773,0.53,0.56,0.5,113.88,134.24,186.1
198,350160,AMERICANA,SP,12,8,9,9,-18,224551,20,Masculino,33,superior cpt.,PSDB,Sudeste,62.91,20.3,73.87,16.4,77.55,10.77,0.62,741,811,0.58,0.5,0.53,131.4,160.07,199.34
199,520085,AMERICANO DO BRASIL,GO,1,0,3,6,-8,5813,2,Masculino,44,superior cpt.,PP,Centro-Oeste,70.8,32.9,70.26,26.3,73.77,14.9,556,689,773,0.62,0.67,0.4,316.59,481.55,512.95
200,350170,AMERICO BRASILIENSE,SP,6,2,5,4,0,37165,17,Feminino,65,superior incpt.,PTB,Sudeste,57.93,18.29,73.17,17.6,76.12,13.1,556,688,773,0.34,0.46,0.39,484.46,483.88,659.67
201,350180,AMERICO DE CAMPOS,SP,-2,-9,3,-1,-8,5916,-17,Feminino,50,superior cpt.,PP,Sudeste,60.56,21.54,72.12,19.4,74.04,16.2,556,688,773,0.52,0.48,0.43,324.88,462.61,686.56
202,430064,AMETISTA DO SUL,RS,-2,-7,5,4,-5,7560,-5,Masculino,51,superior cpt.,PT,Sul,70.31,27.1,68.39,26.2,73.54,14.8,556,688,773,0.57,0.57,0.58,193,394.83,611.2
203,230075,AMONTADA,CE,-2,0,1,2,-8,41227,-7,Masculino,40,superior incpt.,PT,Nordeste,64.38,59.71,64.87,52.03,70.63,24.6,555,688,773,0.5,0.71,0.56,77.94,124.16,182.47
204,520090,AMORINOPOLIS,GO,14,-7,7,-2,-12,3570,0,Masculino,45,médio cpt.,PSDB,Centro-Oeste,69.47,33.31,67.72,32.4,73.79,14.9,555,688,773,0.6,0.54,0.41,312.21,344.85,523.25
205,250073,AMPARO,PB,12,-9,5,4,-14,2176,-2,Masculino,33,superior incpt.,PSB,Nordeste,64.29,71.4,62.13,52.82,70.14,27,554,688,773,0.5,0.47,0.5,61.38,147.9,225.5
206,350190,AMPARO,SP,8,12,7,-1,-21,69322,5,Feminino,48,superior cpt.,PSDB,Sudeste,64.43,27.3,73.83,16.5,77.27,10.6,585,716,791,0.54,0.54,0.52,531.44,680.16,853.39
207,280010,AMPARO DE SAO FRANCISCO,SE,8,-3,-1,-7,-8,2358,-11,Masculino,64,superior cpt.,PSB,Nordeste,66.73,86.81,62.23,52.43,68.66,31.9,555,688,773,0.45,0.61,0.51,94.58,155.75,275.32
208,310250,AMPARO DO SERRA,MG,-2,-5,5,4,-17,5023,-15,Masculino,78,médio cpt.,PSDB,Sudeste,68.46,45.82,67.42,37.06,73.63,17.5,554,688,773,0.52,0.54,0.46,136.59,233.84,368.72
209,410100,AMPERE,PR,4,6,-1,-2,-10,18281,-3,Masculino,59,médio cpt.,PDT,Sul,62.96,35.28,71.14,16.36,74.45,13.4,554,688,772,0.6,0.58,0.48,208.12,468.09,618.76
210,270020,ANADIA,AL,-2,-9,3,1,-6,17989,-13,Masculino,45,médio cpt.,PPS,Nordeste,57.56,77.28,64.65,44.96,70.35,28.4,554,688,772,0.51,0.58,0.53,118.12,170.3,239.53
211,290120,ANAGE,BA,1,-5,3,9,-10,20698,-2,Feminino,34,superior cpt.,PT,Nordeste,66.69,67.7,63.94,46.02,71.27,23.7,554,687,772,0.44,0.54,0.48,87.62,116.86,243.52
212,410105,ANAHY,PR,10,8,3,0,-19,2929,2,Masculino,47,superior cpt.,PT,Sul,63.16,35.28,71.01,16.62,75.66,11.8,554,687,772,0.5,0.51,0.42,180.2,258.32,520.88
213,150070,ANAJAS,PA,10,2,1,-4,-6,26547,3,Masculino,54,fundamental cpt.,PP,Norte,63.66,50.4,67.63,35.37,71.43,22.8,554,687,772,0.39,0.56,0.62,152.02,182.07,186.88
214,210070,ANAJATUBA,MA,-2,6,5,5,-43,26339,-29,Masculino,53,superior cpt.,PMDB,Nordeste,57.15,85.39,62.85,50.07,70.69,27.2,553,687,772,0.59,0.51,0.6,89.59,103.91,207.65
215,350200,ANALANDIA,SP,-2,10,1,-1,-8,4612,0,Masculino,41,superior cpt.,PMDB,Sudeste,62.59,23.09,73.46,17.1,76.66,11.4,553,687,772,0.49,0.51,0.53,431.02,625.27,823.33
216,130008,ANAMA,AM,-2,-5,5,-2,-10,11636,-14,Masculino,33,médio incpt.,PSD,Norte,60.4,61.77,63.05,55.28,69.48,27,553,687,772,0.53,0.68,0.58,184.6,196.17,226.82
217,170100,ANANAS,TO,-1,-7,7,7,-8,9952,-2,Masculino,56,superior incpt.,PSDB,Norte,60.07,63.18,65.14,43.19,73.23,17.9,553,687,772,0.58,0.55,0.48,137.47,241.29,380.36
218,150080,ANANINDEUA,PA,-2,8,9,1,-18,493976,-2,Masculino,Ignorada,superior cpt.,PSDB,Norte,66,41.5,72.19,21.7,74.24,17.17,553,686,772,0.54,0.53,0.52,352.06,379.8,564.76
219,520110,ANAPOLIS,GO,14,10,7,15,24,357402,70,Masculino,53,Pós-graduação,PT,Centro-Oeste,74.69,28.27,71.54,23.88,74.33,15.14,553,686,771,0.56,0.56,0.5,457.07,589.77,785.17
220,150085,ANAPU,PA,14,4,5,1,-8,23609,16,Masculino,43,médio cpt.,PSDB,Norte,61.42,59.87,67.7,35.11,72.25,20.6,553,686,771,0.72,0.65,0.58,91.1,226.8,266.28
221,210080,ANAPURUS,MA,1,-7,5,-8,2,14815,-7,Feminino,60,superior cpt.,PRB,Nordeste,58.13,79.89,62.85,50.07,70.85,26.7,553,686,771,0.45,0.74,0.54,92.28,214.42,192.8
222,500070,ANASTACIO,MS,14,10,3,9,-7,24534,29,Masculino,42,superior cpt.,PSDB,Centro-Oeste,73.18,43.72,68.07,31.26,72.33,22.8,553,686,771,0.52,0.56,0.47,210.03,331.54,495.48
223,500080,ANAURILANDIA,MS,10,9,5,-6,-6,8758,12,Masculino,44,superior cpt.,PR,Centro-Oeste,73.71,42.99,69.22,27.76,74.58,18.5,553,686,771,0.58,0.53,0.51,291.53,366.96,538.13
224,320040,ANCHIETA,ES,12,12,7,2,-6,26658,27,Masculino,54,Pós-graduação,PTB,Sudeste,68.6,24.23,74.85,12.91,76.35,12.3,552,686,771,0.51,0.54,0.46,272.54,456.42,608.42
225,420080,ANCHIETA,SC,10,10,1,2,4,6145,27,Masculino,43,superior cpt.,PMDB,Sul,61.14,26.21,71.72,24,73.01,16.6,552,686,771,0.52,0.46,0.44,211.18,283.03,636.15
226,290130,ANDARAI,BA,-1,-3,7,-2,-14,14738,-13,Masculino,61,médio incpt.,PSB,Nordeste,59.56,91.84,63.43,47.88,70.84,24.9,552,686,0.77,0.67,0.64,0.59,141.95,166.27,230.36
227,410110,ANDIRA,PR,6,10,1,-1,-1,20988,15,Masculino,59,superior cpt.,PTB,Sul,61.56,40.44,69.46,19.83,75.25,12.4,552,685,0.77,0.48,0.52,0.42,291.12,467.95,587.51
228,290135,ANDORINHA,BA,-2,-7,5,-6,-8,14936,-18,Masculino,65,fundamental cpt.,PP,Nordeste,62.44,103.36,61.75,54.33,68.88,30.9,552,685,0.77,0.52,0.58,0.55,106.7,150.09,305.81
229,310260,ANDRADAS,MG,-2,4,5,-1,-6,39416,0,Masculino,28,superior cpt.,PMDB,Sudeste,63.32,21.9,75.37,14.62,77.69,11.5,552,685,0.77,0.47,0.56,0.44,478.27,720.43,754.39
230,350210,ANDRADINA,SP,-2,6,1,2,4,57145,11,Masculino,52,Pós-graduação,PT,Sudeste,61.27,25.26,73.29,17.4,78.07,9.6,588,717,791,0.53,0.55,0.44,123.58,101.84,212.82
231,430066,ANDRE DA ROCHA,RS,-2,0,7,2,-8,1278,-1,Masculino,53,fundamental cpt.,PMDB,Sul,67.56,17.5,74.24,15,75.19,13.3,551,685,0.77,0.53,0.54,0.5,337.21,639.6,792.19
232,310280,ANDRELANDIA,MG,-2,-1,3,-8,-8,12507,-16,Masculino,61,superior cpt.,PSDB,Sudeste,68.18,41.16,68.52,33.34,74.06,16.8,551,685,0.77,0.62,0.61,0.51,234.65,423,534.68
233,350220,ANGATUBA,SP,-1,12,7,8,-8,23666,18,Masculino,37,superior cpt.,PSDB,Sudeste,62.15,32.9,71.27,21,74.6,15.4,551,685,0.77,0.51,0.55,0.45,395.07,499.03,597.99
234,310285,ANGELANDIA,MG,-2,12,7,7,-6,8371,18,Masculino,30,superior cpt.,PMDB,Sudeste,68.71,49.43,64.26,48.94,70.36,23.5,551,685,0.77,0.49,0.64,0.53,121.31,284.15,322.8
235,500085,ANGELICA,MS,14,-3,1,0,-6,9829,6,Masculino,48,médio cpt.,PSDB,Centro-Oeste,73.46,32.89,69.46,27.04,75.34,17.2,551,685,0.77,0.5,0.49,0.42,221.77,301.27,592.27
236,260100,ANGELIM,PE,-2,-5,7,-5,-27,10706,-32,Feminino,54,superior cpt.,PSD,Nordeste,55.86,75.06,62.61,69.55,70.08,26.7,551,684,0.77,0.56,0.6,0.58,111.48,162.3,253.26
237,420090,ANGELINA,SC,-2,10,5,-4,-6,5166,3,Masculino,51,fundamental incpt.,PMDB,Sul,67.43,32.07,71.72,24,72.82,16.9,551,684,769,0.51,0.49,0.47,238.92,332.77,618.55
238,290140,ANGICAL,BA,-1,-3,5,-7,-6,14762,-12,Masculino,43,médio cpt.,PP,Nordeste,67.27,52.58,66.2,38.27,71.67,22.6,0.55,684,769,0.51,0.51,0.54,117.98,141.71,266.89
239,220060,ANGICAL DO PIAUI,PI,-1,-9,3,-7,-8,6703,-22,Feminino,67,Pós-graduação,PR,Nordeste,62.72,62.56,67.47,34.23,69.2,30.4,0.55,684,769,0.67,0.51,0.6,132.33,140.04,356.17
240,170105,ANGICO,TO,6,-7,7,-1,-8,3332,-3,Masculino,47,fundamental incpt.,PP,Norte,58.72,69.26,64.51,45.44,71.37,22.7,0.55,683,769,0.41,0.52,0.47,84.69,218.35,288.86
241,240080,ANGICOS,RN,-2,-9,1,-6,-27,11905,-43,Masculino,50,superior cpt.,DEM,Nordeste,57.68,50.97,69.17,35.04,70.34,25.6,0.55,684,769,0.54,0.58,0.51,129.47,234.2,347.65
242,330010,ANGRA DOS REIS,RJ,1,10,1,-1,2,181486,13,Feminino,57,superior cpt.,PT,Sudeste,63.9,27.5,69.14,20.14,75.75,12.97,0.55,683,769,0.54,0.53,0.5,390.55,563.68,798.68
243,290150,ANGUERA,BA,14,-5,7,-7,-15,11113,-6,Masculino,40,superior incpt.,PSD,Nordeste,59.56,69.82,62.75,50.43,70.94,24.6,0.55,683,769,0.47,0.52,0.48,87.4,137.73,269
244,410115,ANGULO,PR,-2,12,1,4,-6,2954,9,Masculino,70,fundamental incpt.,PPS,Sul,58.04,33.06,69.66,19.4,74.62,13.2,0.55,683,769,0.47,0.52,0.44,194.8,445.96,641.37
245,520120,ANHANGUERA,GO,-2,-3,5,5,-6,1082,-1,Masculino,64,médio cpt.,PMDB,Centro-Oeste,71.93,25.54,71.35,24,73.11,17.8,0.55,683,769,0.41,0.41,0.39,203.63,415.18,721.84
246,350230,ANHEMBI,SP,-2,4,5,-3,-6,6120,-2,Masculino,56,médio cpt.,PMDB,Sudeste,63.13,25.66,72.52,18.7,76.78,12.1,0.55,683,769,0.47,0.55,0.42,334.3,492.76,554.16
247,350240,ANHUMAS,SP,-2,-7,7,6,-6,3941,-2,Masculino,47,superior cpt.,PTB,Sudeste,61.99,24.53,70.74,22,75.67,13.7,0.55,683,769,0.45,0.46,0.42,254.53,325.95,561.82
248,520130,ANICUNS,GO,14,12,9,15,3,21195,53,Masculino,45,Pós-graduação,PSD,Centro-Oeste,68.11,28.21,71.9,22.8,75.01,13.2,549,683,768,0.47,0.57,0.46,251.3,434.18,604.97
249,220070,ANISIO DE ABREU,PI,-2,-9,7,-7,-25,9456,-36,Masculino,25,superior cpt.,PDT,Nordeste,63.17,56.84,65.35,41.11,71.09,24.6,549,683,768,0.47,0.54,0.52,82.78,168.48,221.91
250,420100,ANITA GARIBALDI,SC,0,6,3,-5,-8,8230,-4,Masculino,52,Pós-graduação,PSB,Sul,71.45,32.55,68.99,30.7,74.53,14.2,549,683,768,0.59,0.56,0.5,152.67,307.47,506.94
251,420110,ANITAPOLIS,SC,8,12,1,-2,-4,3259,15,Masculino,42,superior cpt.,PMDB,Sul,70.24,27.05,71.96,23.5,75.17,13.3,549,682,768,0.58,0.56,0.44,277.15,468.98,620.8
252,130010,ANORI,AM,1,-7,-1,-7,-8,18351,-22,Feminino,35,superior incpt.,PSD,Norte,60.71,60.44,65.5,45.3,70.42,24.3,549,682,768,0.46,0.58,0.6,168.24,181.92,229.94
253,430070,ANTA GORDA,RS,12,2,5,-3,-21,6235,-5,Masculino,64,superior cpt.,PP,Sul,68,21.21,71.63,19.5,77.08,10.1,549,682,768,0.56,0.45,0.34,403.5,724.85,810.41
254,290160,ANTAS,BA,-2,-9,7,3,-4,18744,-5,Masculino,39,médio cpt.,PP,Nordeste,66.69,68.86,61.99,53.37,69.35,29.4,549,682,768,0.52,0.5,0.52,134.92,200.31,283.59
255,410120,ANTONINA,PR,0,4,3,-1,-4,19412,2,Masculino,55,superior incpt.,PSC,Sul,59.78,32.99,73.01,12.91,75.3,12.3,548,681,768,0.56,0.56,0.55,266.3,391.94,572.38
256,230080,ANTONINA DO NORTE,CE,-2,-9,9,-5,-8,7172,-15,Masculino,46,médio cpt.,PDT,Nordeste,62.44,76.42,66.42,45.92,71.32,22.7,548,682,768,0.55,0.59,0.51,102.26,158.85,244.83
257,220080,ANTONIO ALMEIDA,PI,-1,-7,3,-7,-6,3090,-18,Masculino,59,superior cpt.,PSB,Nordeste,66.87,70.96,64.92,42.58,71.85,22.5,548,681,768,0.47,0.48,0.51,63.16,159.48,293.53
258,290170,ANTONIO CARDOSO,BA,-1,10,5,-4,-21,12206,-11,Masculino,59,médio cpt.,PDT,Nordeste,63.44,58.87,66.65,36.81,71.06,24.3,548,681,768,0.42,0.54,0.46,69.76,151.88,236.86
259,310290,ANTONIO CARLOS,MG,-2,-4,9,0,-8,11507,-5,Masculino,58,fundamental incpt.,PMDB,Sudeste,68.46,30.4,70.93,25.92,75.3,14.9,548,681,768,0.52,0.54,0.47,181.91,336.82,457.02
260,420120,ANTONIO CARLOS,SC,14,8,9,-2,-6,7906,23,Feminino,72,superior cpt.,PP,Sul,66.68,18.23,76.46,14.8,78.4,9.3,548,0.68,768,0.47,0.44,0.43,330.39,592.02,952.53
261,310300,ANTONIO DIAS,MG,8,-9,9,2,-8,9738,2,Masculino,46,superior incpt.,PMDB,Sudeste,68.51,36.38,70.97,25.8,75.93,13.9,548,0.68,768,0.52,0.53,0.48,170.92,240.95,387.61
262,290180,ANTONIO GONCALVES,BA,6,-7,5,-6,-8,11973,-10,Feminino,58,superior cpt.,PR,Nordeste,67.27,91.36,62.59,51.06,69.45,29.1,547,0.68,768,0.51,0.51,0.51,94.94,147,295.7
263,500090,ANTONIO JOAO,MS,-1,-3,7,2,-2,8545,3,Masculino,53,médio cpt.,PT,Centro-Oeste,73.51,40.94,66.92,35.02,72.94,21.6,547,679,768,0.58,0.51,0.54,221.28,249.89,411.49
264,240090,ANTONIO MARTINS,RN,-2,-9,7,-8,-8,7172,-20,Masculino,49,superior cpt.,PSD,Nordeste,57.68,67.49,67.81,39.68,70.6,24.9,547,679,767,0.71,0.57,0.51,94.59,126.42,251.04
265,410130,ANTONIO OLINTO,PR,-2,12,7,-3,-6,7567,8,Masculino,30,superior cpt.,PMDB,Sul,64.96,41.51,69.31,20.16,74.49,13.4,546,679,767,0.54,0.53,0.49,151.57,227.23,393.68
