cod,cod2,nome,UF,plan,legis,saude,meioamb,polgen,pop,ida,sexo,idade,escolaridade,partido,regiao,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010,IDH1991,IDH2000,IDH2010,GINI1991,GINI2000,GINI2010,Renda1991,Renda2000,Renda2010
4891,316440,SAO SEBASTIAO DA BELA VISTA,PB,14,-9,7,4,-5,5249,11,Masculino,33,médio cpt.,PT,Sudeste,65.93,79.32,64.7,43.35,72.67,19.9,0.42,571,692,0.46,0.56,0.44,308.12,442.66,623.96
4892,150770,SAO SEBASTIAO DA BOA VISTA,RJ,-2,4,3,-3,-8,24363,-6,Masculino,63,fundamental cpt.,PT,Norte,58.86,28.25,68.12,22.41,72.35,18,288,424,591,0.52,0.6,0.52,144.57,216.51,327.61
4893,355080,SAO SEBASTIAO DA GRAMA,MG,-2,-4,3,2,-6,12394,-7,Masculino,46,superior cpt.,PT,Sudeste,72.62,49.49,65.32,44.74,70.98,22.3,479,622,726,0.53,0.52,0.54,102.67,117.4,199.58
4894,316443,SAO SEBASTIAO DA VARGEM ALEGRE,RS,-2,-5,1,2,-6,2936,-10,Masculino,56,fundamental incpt.,PDT,Sudeste,66.13,19.91,75.2,13.6,76.11,12.1,374,524,0.66,0.59,0.52,0.54,121.09,120.49,232.31
4895,251510,SAO SEBASTIAO DE LAGOA DE ROCA,MG,-2,-9,9,1,-6,11495,-7,Feminino,67,fundamental cpt.,PMDB,Nordeste,66.26,48.39,67.89,35.42,73.94,17,306,443,605,0.63,0.56,0.5,397.17,454.1,528.64
4896,330530,SAO SEBASTIAO DO ALTO,MG,-2,4,3,0,-18,9012,-13,Masculino,35,superior cpt.,PT,Sudeste,65.51,32.68,72.33,22.06,74.9,15.5,404,554,681,0.54,0.51,0.41,353.29,445.86,611.41
4897,316447,SAO SEBASTIAO DO ANTA,MG,-4,-7,5,4,-8,6140,-10,Masculino,41,superior cpt.,PSDB,Sudeste,64.27,27.22,73.65,18.66,75.15,15.1,309,446,607,0.58,0.63,0.53,97.81,89.39,210.53
4898,431950,SAO SEBASTIAO DO CAI,BA,-2,8,5,3,-15,23128,-1,Masculino,51,superior cpt.,PMDB,Sul,56.34,55.21,65.05,42.13,73.69,17.4,552,686,0.77,0.67,0.64,0.59,141.95,166.27,230.36
4899,316450,SAO SEBASTIAO DO MARANHAO,MG,12,-5,7,-1,-14,10740,-1,Masculino,44,médio cpt.,PRB,Sudeste,63.34,40.76,67.78,35.81,73.55,17.6,305,441,604,0.45,0.61,0.48,116.74,145.05,215.92
4900,316460,SAO SEBASTIAO DO OESTE,MG,-2,-1,7,1,-6,6255,-1,Masculino,60,Pós-graduação,PMDB,Sudeste,64.11,29.1,72.07,22.75,75.71,14.3,0.39,541,671,0.61,0.6,0.43,357.59,394.05,542.77
4901,316470,SAO SEBASTIAO DO PARAISO,TO,-2,8,5,2,2,68518,15,Masculino,68,Pós-graduação,PSDB,Sudeste,58.4,70.77,62.68,52.33,69.86,27,0.51,649,745,0.57,0.57,0.58,575.35,592.6,786.55
4902,292950,SAO SEBASTIAO DO PASSE,AM,-2,6,1,3,-12,45090,-4,Masculino,44,médio cpt.,PMDB,Nordeste,61.85,55.7,64.68,48.5,69.34,27.4,401,551,678,0.56,0.55,0.39,328.08,442.73,636.24
4903,316480,SAO SEBASTIAO DO RIO PRETO,PB,-2,-3,-1,1,-8,1622,-13,Masculino,63,fundamental incpt.,PTB,Sudeste,61.22,87.45,63.51,47.59,70.8,25,374,524,0.66,0.51,0.54,0.44,145.43,211.51,307.81
4904,316490,SAO SEBASTIAO DO RIO VERDE,RS,4,-7,9,-2,-8,2206,-4,Masculino,44,superior cpt.,PP,Sudeste,61.78,23.63,72.68,17.6,77.23,10,508,648,744,0.61,0.61,0.58,91.15,107.97,202.28
4905,172030,SAO SEBASTIAO DO TOCANTINS,SP,12,-9,7,-9,-6,4553,-5,Feminino,38,Pós-graduação,PSB,Norte,68.91,23.09,73.98,16.2,76.11,12.1,301,439,601,0.42,0.44,0.38,312.92,358.64,499.24
4906,130395,SAO SEBASTIAO DO UATUMA,GO,-2,-9,5,8,-8,12115,-6,Masculino,65,Pós-graduação,PSD,Norte,70.51,27.22,71.74,23.2,74.51,13.8,354,0.5,644,0.54,0.54,0.6,148.81,197.58,429.34
4907,251520,SAO SEBASTIAO DO UMBUZEIRO,MG,10,-7,5,-3,-12,3380,-7,Masculino,45,superior cpt.,DEM,Nordeste,66.22,38.99,68.42,33.66,73.03,18.5,322,462,618,0.48,0.47,0.43,149.35,207.89,320.07
4908,431960,SAO SEPE,MG,1,6,7,3,-6,24465,11,Masculino,52,Pós-graduação,PP,Sul,66.98,35.45,68.9,32.11,74.48,16.1,506,646,743,0.49,0.52,0.46,260.18,410.52,638.85
4909,355090,SAO SIMAO,MG,2,1,7,9,-6,14976,13,Masculino,61,Pós-graduação,PSL,Sudeste,66.8,27.22,72.25,22.27,77.46,11.8,563,697,778,0.56,0.55,0.57,206.51,300.61,362.66
4910,522040,SAO SIMAO,RN,12,2,7,-5,-23,18493,-7,Masculino,30,superior cpt.,PMDB,Centro-Oeste,64.17,90.85,63.23,57.33,71.22,23.2,468,614,0.72,0.62,0.57,0.49,224.82,401.32,535.41
4911,316520,SAO THOME DAS LETRAS,PR,8,4,7,-3,-12,6962,4,Feminino,52,superior cpt.,PT,Sudeste,66.22,34.74,68.85,21.2,73.95,14.2,384,534,667,0.58,0.46,0.46,252.71,385.81,649.92
4912,316500,SAO TIAGO,RS,-1,3,-1,-4,-8,10955,-11,Masculino,69,superior cpt.,PMDB,Sudeste,64.51,21.91,71.51,19.7,74.18,13.9,418,0.57,691,0.55,0.58,0.52,76.97,101.74,208.83
4913,316510,SAO TOMAS DE AQUINO,RS,2,-4,5,-1,-6,7257,-4,Masculino,52,fundamental incpt.,PR,Sudeste,67.61,17.9,75.42,13.2,75.9,12.3,446,595,708,0.47,0.47,0.5,119.1,194.96,292.55
4914,241290,SAO TOME,TO,-2,-9,5,-4,-6,11187,-16,Masculino,47,superior cpt.,PMDB,Nordeste,61.22,58.25,65.28,42.69,73.81,16.6,315,453,611,0.52,0.49,0.56,105.15,134.19,263.9
4915,412610,SAO TOME,RS,-2,4,5,10,-21,5595,-4,Masculino,57,superior cpt.,PMDB,Sul,66.96,23.87,71.61,19.6,73.97,14.2,477,0.62,725,0.58,0.55,0.5,337.59,505.27,699.57
4916,431970,SAO VALENTIM,RS,1,-1,1,1,-8,3665,-6,Masculino,51,médio cpt.,PMDB,Sul,61.34,15.92,75.42,13.3,76.14,11.3,468,614,0.72,0.69,0.62,0.63,161.53,147.23,279.81
4917,431971,SAO VALENTIM DO SUL,RN,2,6,7,-2,-6,2249,7,Masculino,43,médio cpt.,PMDB,Sul,64.31,91.09,63.88,54.61,72.19,20.6,541,674,764,0.64,0.36,0.4,310.15,372.44,456.43
4918,172049,SAO VALERIO DA NATIVIDADE,SP,-1,-5,7,-6,-8,4322,-13,Masculino,66,Pós-graduação,PR,Norte,64.54,28.22,72.81,18.2,76.39,12.79,353,499,643,0.56,0.52,0.54,102.74,130.95,198.68
4919,431973,SAO VALERIO DO SUL,MG,4,2,3,-2,-6,2743,1,Masculino,39,superior cpt.,PP,Sul,67.38,29.37,73.24,19.69,75.72,14.2,431,582,699,0.42,0.54,0.5,128.23,153.92,258.04
4920,431975,SAO VENDELINO,RS,-1,-1,7,3,-8,2062,0,Feminino,55,Pós-graduação,PTB,Sul,63.56,18.85,72.51,17.9,74.86,12.9,523,661,754,0.59,0.59,0.59,117,146.15,253.3
4921,241300,SAO VICENTE,MA,-2,-7,3,-7,-12,6328,-25,Masculino,39,médio cpt.,PMDB,Nordeste,61.4,97.86,62.31,52.12,70.72,27.1,377,528,662,0.55,0.52,0.5,115.73,147.27,286.58
4922,355100,SAO VICENTE,PE,12,5,3,5,-5,350465,20,Feminino,42,superior cpt.,PP,Sudeste,61.61,85.98,64.4,60.78,67.9,33.7,561,693,777,0.48,0.55,0.48,121.94,186.45,265.07
4923,316530,SAO VICENTE DE MINAS,PB,-2,-7,9,-6,-8,7420,-14,Feminino,63,Pós-graduação,PMDB,Sudeste,66.74,102.39,61.33,55.99,67.64,35.2,475,619,724,0.53,0.61,0.55,141.02,206.26,324.9
4924,431980,SAO VICENTE DO SUL,BA,-1,-3,7,1,-6,8754,-2,Masculino,31,superior cpt.,PP,Sul,58.56,53.37,67.52,34.08,69.07,30.3,488,631,732,0.54,0.68,0.58,73.75,114.38,181.54
4925,211170,SAO VICENTE FERRER,MT,-2,-3,-1,-3,-25,21445,-34,Feminino,66,fundamental cpt.,PTB,Nordeste,74.15,17.05,73.41,16.88,75.14,15.2,288,425,592,0.39,0.45,0.39,153.86,331.48,485.28
4926,261380,SAO VICENTE FERRER,RS,-2,-7,1,-1,-7,17612,-16,Masculino,44,médio cpt.,PSDB,Nordeste,63.23,20.95,71.65,19.5,74.93,12.8,319,458,614,0.53,0.51,0.57,530.59,583.85,893.05
4927,251530,SAPE,PR,-2,-5,1,-6,-8,51700,-20,Masculino,60,superior cpt.,PSD,Nordeste,71.74,33.54,68.3,22.47,72.71,17,296,434,597,0.53,0.45,0.56,259.5,511.55,1570.51
4928,292960,SAPEACU,MG,-1,-7,7,3,-10,17594,-8,Masculino,46,superior cpt.,PTB,Nordeste,69.41,30.67,73.83,18.21,75.49,14.6,374,524,0.66,0.59,0.52,0.54,121.09,120.49,232.31
4929,510787,SAPEZAL,PA,14,10,7,-3,18,20934,46,Feminino,49,Pós-graduação,PSD,Centro-Oeste,66.57,39.47,69.28,30.04,72.52,19.9,488,631,732,0.6,0.56,0.53,190.9,237.51,401.74
4930,431990,SAPIRANGA,RJ,12,10,3,8,-3,78718,30,Feminino,49,superior cpt.,PP,Sul,66.37,31.92,68.83,20.82,73.26,16.6,463,0.61,718,0.51,0.55,0.51,117.39,168.34,291.3
4931,412620,SAPOPEMA,RS,-1,6,7,4,-6,6912,10,Masculino,44,Pós-graduação,PT,Sul,63.06,19.43,72.45,18,75.65,11.9,367,516,655,0.51,0.44,0.42,342.28,350.1,557.51
4932,316540,SAPUCAI-MIRIM,RJ,-2,-7,3,0,-8,6616,-14,Masculino,38,superior cpt.,PMDB,Sudeste,63.83,31.21,68.98,20.49,73.26,16.6,433,582,0.7,0.43,0.6,0.44,122.09,214.46,434.45
4933,150775,SAPUCAIA,PR,12,-9,7,-7,-6,5395,-3,Masculino,42,médio cpt.,PSDB,Norte,70,28.18,72.93,13.04,75.98,12.2,327,469,622,0.65,0.7,0.72,182.72,198.75,218.21
4934,330540,SAPUCAIA,RS,-2,-3,7,11,-6,17610,7,Masculino,50,Pós-graduação,PSD,Sudeste,70.68,17.22,74.26,15,76.5,11.6,473,618,723,0.58,0.5,0.43,493.68,524.69,665.36
4935,432000,SAPUCAIA DO SUL,SP,12,10,7,8,-6,137104,31,Masculino,55,médio cpt.,PT,Sul,68.61,34.88,70.33,22.9,73.86,16.6,513,652,747,0.53,0.5,0.47,314.74,412.88,660.56
4936,330550,SAQUAREMA,MG,2,10,1,9,-5,79421,17,Feminino,42,médio cpt.,PMDB,Sudeste,68.05,33.6,69.62,29.84,73.71,17.4,459,607,716,0.55,0.5,0.42,606.74,694.65,784.4
4937,412625,SARANDI,SP,-2,4,3,8,-21,88365,-8,Masculino,42,médio cpt.,PPS,Sul,70.45,34.21,70.47,22.6,72.65,18.6,457,605,715,0.57,0.62,0.64,194.63,266.84,450.06
4938,432010,SARANDI,MG,-1,5,5,1,-6,22632,4,Masculino,46,superior cpt.,PP,Sul,68.68,28.75,71.76,23.6,77.28,12,561,693,777,0.48,0.55,0.48,121.94,186.45,265.07
4939,355110,SARAPUI,BA,4,-1,5,-1,-8,9628,-1,Masculino,51,superior cpt.,PSDB,Sudeste,58.23,100.04,61.21,56.49,69.17,30,463,0.61,718,0.51,0.56,0.46,205.14,358.07,440.09
4940,316550,SARDOA,AL,12,-9,5,-1,-8,5957,-1,Masculino,41,médio cpt.,PP,Sudeste,66.84,53.97,68.93,30.5,72.62,21.7,372,521,658,0.58,0.49,0.39,270.45,363.52,510.91
4941,355120,SARUTAIA,MA,-2,-7,1,12,-6,3707,-2,Masculino,62,superior cpt.,PDT,Sudeste,61.71,91.31,59.63,63.11,68.19,35.5,431,0.58,699,0.44,0.52,0.5,104.82,292.86,491.1
4942,316553,SARZEDO,BA,-2,8,1,-6,-14,28625,-13,Masculino,42,médio cpt.,PMDB,Sudeste,58.06,78.6,63.74,46.77,69.29,29.6,0.49,633,734,0.58,0.56,0.53,225.11,233.37,305.53
4943,292970,SATIRO DIAS,PR,14,-9,9,-2,-19,20195,-7,Masculino,60,médio cpt.,PDT,Nordeste,66.22,39.19,69.32,20.14,73.2,15.2,254,388,566,0.43,0.59,0.54,90.52,103.39,208.2
4944,270890,SATUBA,SC,4,10,7,-7,-6,15737,8,Masculino,50,médio cpt.,PSD,Nordeste,71.84,25.97,74.22,18.8,75.97,12.2,416,569,0.69,0.48,0.58,0.55,104.52,194.02,262.34
4945,211172,SATUBINHA,BA,10,-3,3,-7,-10,12959,-7,Feminino,41,superior incpt.,PV,Nordeste,65.68,66.99,62.63,50.89,66.12,40.8,254,388,566,0.37,0.58,0.58,87.52,86.51,131.73
4946,292975,SAUBARA,SC,-1,8,7,7,-8,12078,13,Masculino,44,Pós-graduação,PSB,Nordeste,69.51,23.08,72.42,22.5,76.27,11.8,355,502,645,0.56,0.53,0.5,329.87,445.78,652.56
4947,412627,SAUDADE DO IGUACU,BA,-2,0,9,2,-10,5293,-1,Masculino,39,Pós-graduação,PV,Sul,60.05,67.01,63.28,48.46,70.63,25.5,431,0.58,699,0.59,0.58,0.61,137.73,170.6,340.1
4948,421730,SAUDADES,SC,4,10,7,-3,-16,9382,2,Masculino,35,superior cpt.,PT,Sul,68.43,23.53,76.45,14.8,77.32,10.5,525,663,755,0.45,0.7,0.56,83.42,130.98,225.94
4949,292980,SAUDE,SP,12,-5,7,-7,-6,12644,1,Masculino,64,superior cpt.,PRP,Nordeste,70.61,33.82,73.12,17.7,75.08,13.5,306,444,605,0.61,0.57,0.47,183.56,283.84,497.84
4950,421740,SCHROEDER,PI,-2,8,3,-2,-14,17538,-7,Masculino,53,Pós-graduação,PSDB,Sul,60.22,75.92,63.24,48.6,71.21,24.3,0.58,712,788,0.47,0.53,0.41,404.41,530.21,642.59
4951,292990,SEABRA,BA,10,8,3,-1,24,44765,44,Masculino,45,superior incpt.,PSB,Nordeste,58.19,60.43,66.91,35.98,71.61,22.7,342,487,635,0.47,0.5,0.46,313.15,377.16,498.44
4952,421750,SEARA,PI,-2,6,7,0,-15,17351,-4,Feminino,47,superior cpt.,PDT,Sul,65.74,70.96,66.42,37.56,69.18,30.4,564,698,779,0.42,0.58,0.51,73.25,129.19,198.43
4953,355130,SEBASTIANOPOLIS DO SUL,RS,-2,-6,9,1,-6,3252,-4,Masculino,65,fundamental incpt.,PMDB,Sudeste,65.05,21.25,72.66,17.7,76.91,10.3,554,688,773,0.47,0.53,0.5,579.63,874.72,1027.6
4954,221062,SEBASTIAO BARROS,RS,1,-5,3,-7,-21,3499,-29,Masculino,48,médio cpt.,PT,Nordeste,63.19,18.66,72.56,17.8,78.13,8.9,253,387,565,0.49,0.41,0.59,46.09,98.02,189.25
4955,293000,SEBASTIAO LARANJEIRAS,RS,-2,-7,5,-2,-8,11336,-14,Feminino,42,superior cpt.,PR,Nordeste,63.31,30.69,68.71,25.5,73.63,14.7,0.34,484,633,0.62,0.73,0.55,154.63,457.93,396.97
4956,221063,SEBASTIAO LEAL,RS,-2,-9,7,-7,-12,4189,-23,Masculino,49,superior cpt.,PT,Nordeste,70.04,22.25,74.89,14,75.47,12.9,253,387,565,0.59,0.45,0.58,43.4,112.67,198.01
4957,432020,SEBERI,MS,2,1,7,-1,-5,11188,4,Masculino,37,superior cpt.,PP,Sul,69.91,38.15,69.22,27.76,74.5,18.7,474,619,723,0.56,0.59,0.54,119.62,168.62,231.1
4958,432023,SEDE NOVA,MG,-2,2,3,-1,-6,3078,-4,Masculino,37,superior incpt.,PT,Sul,66.71,48.43,69.2,31.15,74.57,16,453,601,712,0.42,0.46,0.43,557.2,597.35,694.55
4959,432026,SEGREDO,AC,-2,3,5,3,-6,7343,3,Masculino,49,superior cpt.,PMDB,Sul,63.83,40.39,68.36,25.65,73.59,18,394,544,673,0.46,0.57,0.44,260.63,435.55,580.97
4960,432030,SELBACH,MA,-2,0,3,1,-13,5114,-11,Masculino,46,médio cpt.,PMDB,Sul,63.31,103.29,58.02,70.34,66.32,42.5,618,741,0.81,0.45,0.51,0.43,125.8,163.3,259.03
4961,500780,SELVIRIA,MG,-2,-5,1,-2,0,6427,-8,Masculino,44,superior cpt.,PMN,Centro-Oeste,70.6,31.66,70.05,28.54,74.25,16.5,406,558,682,0.55,0.64,0.47,329.89,604.97,793.24
4962,316556,SEM-PEIXE,GO,-2,-5,-1,-7,-8,2856,-23,Masculino,47,médio cpt.,PMDB,Sudeste,67.72,30.46,69.11,29,74.59,13.7,365,514,654,0.59,0.55,0.54,125.54,172.52,279.05
4963,120050,SENA MADUREIRA,MG,-4,6,7,3,-6,40311,6,Masculino,36,médio cpt.,PR,Norte,64.64,33.21,71.58,24.08,75.05,15.3,317,456,614,0.39,0.7,0.52,118.1,219.69,319.42
4964,211174,SENADOR ALEXANDRE COSTA,RN,-2,-3,3,-4,-6,10657,-12,Masculino,50,fundamental cpt.,PMDB,Nordeste,62.4,95.23,61.92,62.95,70.12,26.3,252,387,565,0.5,0.52,0.51,82.67,127.72,203.17
4965,316557,SENADOR AMARAL,MG,-2,-1,9,0,-12,5398,-6,Masculino,60,fundamental incpt.,PR,Sudeste,69.1,29.82,71.9,23.2,74.75,15.7,375,526,661,0.47,0.67,0.61,115.12,167.7,295.5
4966,522045,SENADOR CANEDO,RN,-2,8,7,11,45,95018,69,Masculino,52,superior incpt.,PDT,Centro-Oeste,62.95,83.75,65.65,47.58,69.89,27,434,584,701,0.55,0.54,0.48,278.94,350.17,423.27
4967,316560,SENADOR CORTES,AC,-2,-5,9,2,-6,2046,-2,Masculino,50,superior incpt.,PP,Sudeste,65.62,36.18,68.43,25.45,72.17,21.6,0.41,562,685,0.48,0.52,0.44,97.99,148.11,296.81
4968,241310,SENADOR ELOI DE SOUZA,MG,-2,-9,9,-6,-6,5980,-14,Masculino,52,superior incpt.,PMDB,Nordeste,69.41,29.92,72.02,22.88,74.41,16.2,309,445,606,0.65,0.52,0.47,151.38,193.78,341.87
4969,316570,SENADOR FIRMINO,PA,-2,-7,-1,-7,-14,7598,-31,Masculino,62,Pós-graduação,PT,Sudeste,63.14,52.54,66.77,38.32,70.24,26.2,423,573,694,0.49,0.63,0.51,120.3,137.19,220.98
4970,241320,SENADOR GEORGINO AVELINO,MA,4,12,3,-7,-6,4215,6,Masculino,50,Pós-graduação,PMDB,Nordeste,64.41,84.14,61.55,55.12,69.6,30.6,341,486,634,0.55,0.58,0.56,142.25,153.25,274.37
4971,120045,SENADOR GUIOMARD,MG,-2,-1,1,-8,-12,20799,-22,Masculino,34,superior cpt.,PT,Norte,68.5,56.15,65.91,42.48,71.94,20.5,354,0.5,644,0.56,0.62,0.49,153.76,422.44,415.41
4972,316580,SENADOR JOSE BENTO,CE,-1,-9,5,-2,-8,1804,-15,Masculino,41,superior incpt.,PMDB,Sudeste,60.61,85.78,63.81,56.43,71.22,23,479,622,726,0.42,0.5,0.41,162.42,321.89,387.8
4973,150780,SENADOR JOSE PORFIRIO,AL,-2,0,3,-1,-8,12331,-8,Masculino,66,médio cpt.,PR,Norte,65.3,100.56,60.49,62.14,68.67,33.9,253,387,565,0.49,0.41,0.59,46.09,98.02,189.25
4974,211176,SENADOR LA ROCQUE,CE,-2,-9,1,-6,-6,14315,-22,Masculino,54,superior cpt.,PV,Nordeste,59.96,65.61,66.83,44.37,69.12,29.2,302,439,602,0.57,0.56,0.55,157.29,184.13,319.14
4975,316590,SENADOR MODESTINO GONCALVES,RS,12,-9,3,2,-8,4564,0,Masculino,33,médio cpt.,PPL,Sudeste,62.21,23.22,71.1,20.5,74.02,14.1,0.34,483,632,0.45,0.51,0.44,206.26,403.73,446.23
4976,231270,SENADOR POMPEU,PR,14,-1,9,-4,-4,26656,14,Masculino,31,superior incpt.,PT,Nordeste,68.22,41.59,69.19,20.44,73.63,14.6,371,0.52,657,0.63,0.48,0.42,416.8,585.53,781.94
4977,270895,SENADOR RUI PALMEIRA,BA,-2,-9,1,-5,-8,13765,-23,Masculino,49,fundamental cpt.,PSDB,Nordeste,58.31,79.86,63.88,46.24,71.36,23.4,251,386,564,0.47,0.68,0.55,71.45,79.05,159.61
4978,231280,SENADOR SA,MG,-2,-6,5,-6,-6,7210,-15,Masculino,34,superior cpt.,PSDB,Nordeste,68.36,48.43,68.4,33.72,73.03,18.5,304,441,603,0.6,0.54,0.45,118.31,160.72,311.04
4979,432032,SENADOR SALGADO FILHO,MG,-2,-7,5,3,-8,2890,-9,Masculino,37,superior cpt.,PDT,Sul,67.87,53.26,66.76,39.39,73.1,18.4,441,0.59,705,0.59,0.61,0.54,196.65,288.26,446.98
4980,412630,SENGES,MG,0,6,5,3,-12,19154,2,Feminino,49,superior cpt.,PSDB,Sul,67.4,34.2,69.14,31.33,71.56,21.2,407,559,683,0.52,0.49,0.44,197.57,313.96,428.61
4981,293010,SENHOR DO BONFIM,RS,12,-3,7,9,30,80258,55,Masculino,66,Pós-graduação,PTN,Nordeste,66.64,25.11,71.56,19.7,74.57,13.3,383,534,666,0.45,0.55,0.39,257.14,378.28,477.23
4982,316600,SENHORA DE OLIVEIRA,BA,-2,-5,1,-5,-8,5864,-19,Masculino,50,médio cpt.,PR,Sudeste,57.21,88.46,63.88,46.26,71.68,22.5,356,504,647,0.53,0.46,0.42,230.15,273.24,441.44
4983,316610,SENHORA DO PORTO,RS,-1,-7,7,3,-6,3597,-4,Masculino,43,fundamental incpt.,PSB,Sudeste,63.23,19.16,73.31,16.6,75.56,12.8,333,476,627,0.56,0.64,0.5,179.84,305.33,451.21
4984,316620,SENHORA DOS REMEDIOS,MG,-2,-1,5,-2,-8,10544,-8,Masculino,49,superior cpt.,PR,Sudeste,65.88,55.19,66.35,40.87,71.56,21.2,332,475,626,0.58,0.54,0.51,363.07,490.29,657.59
4985,432035,SENTINELA DO SUL,PB,-2,-5,7,7,-21,5438,-14,Masculino,36,superior cpt.,PP,Sul,65,102.71,60.66,58.76,67.83,34.5,408,0.56,684,0.62,0.52,0.56,316.6,340.41,705.2
4986,293020,SENTO SE,RO,-1,2,7,5,-6,40720,7,Masculino,53,superior incpt.,PSDB,Nordeste,62.3,44.53,65.37,32.74,71.75,21.1,279,415,585,0.55,0.54,0.54,323.1,477.9,765.04
4987,432040,SERAFINA CORREA,RS,-2,6,3,5,-3,15401,9,Masculino,59,fundamental cpt.,PP,Sul,67.43,22.2,71.87,19.1,75.82,11.7,561,693,776,0.54,0.55,0.55,119,165.75,314.48
4988,316630,SERICITA,MG,12,-3,1,2,-6,7375,6,Feminino,46,superior cpt.,PSDB,Sudeste,63.6,39.9,70.64,26.76,76.17,13.6,325,466,621,0.51,0.55,0.52,232.5,283.28,449.2
4989,251540,SERIDO,RJ,-1,-3,7,-7,-6,10701,-10,Feminino,41,superior cpt.,DEM,Nordeste,61.41,34.15,68.54,21.44,73.3,16.5,0.25,385,563,0.46,0.54,0.47,70.68,110.79,214.38
4990,110150,SERINGUEIRAS,ES,-2,-7,1,-6,-8,12505,-22,Masculino,38,superior cpt.,PMDB,Norte,67.2,30.12,73.5,15.59,75.66,13.2,302,439,601,0.53,0.52,0.48,233.5,314.3,580.66
4991,432045,SERIO,SC,-2,-9,9,1,-8,2277,-9,Masculino,70,fundamental incpt.,PMDB,Sul,70.73,23.66,73.31,20.6,77.72,10.1,373,522,659,0.56,0.56,0.53,413.67,669.62,1036.38
4992,316640,SERITINGA,SP,8,-3,1,-3,-21,1855,-18,Masculino,64,fundamental incpt.,DEM,Sudeste,64.16,33.62,69.22,25.2,73.6,17,462,609,718,0.56,0.52,0.39,429.97,483.85,638.21
4993,330555,SEROPEDICA,MG,8,12,7,8,-6,81260,29,Masculino,55,Pós-graduação,PSB,Sudeste,67.29,41.08,68.09,34.77,73.55,17.6,469,615,721,0.52,0.61,0.57,119.2,150.53,273.45
4994,320500,SERRA,PB,-1,12,5,2,21,467318,39,Masculino,48,superior cpt.,PSB,Sudeste,61.22,71.4,64.5,44.05,71.22,23.8,515,654,749,0.54,0.56,0.47,104.01,139.85,226.82
4995,421755,SERRA ALTA,PB,-1,2,1,5,-12,3323,-5,Masculino,51,superior cpt.,PSD,Sul,63.22,81.15,65.03,42.22,72.5,20.4,555,688,773,0.45,0.61,0.51,94.58,155.75,275.32
4996,355140,SERRA AZUL,MG,1,-5,7,-1,-6,12592,-4,Masculino,42,superior incpt.,PT,Sudeste,66.65,36.27,71.3,24.87,76.78,12.7,447,596,709,0.53,0.62,0.46,76.37,121.09,251.41
4997,316650,SERRA AZUL DE MINAS,RN,-2,-7,3,-5,-6,4353,-17,Masculino,45,médio cpt.,PDT,Sudeste,65.07,70.17,67.15,42.04,69.46,28.3,301,438,601,0.54,0.54,0.47,151.44,205.39,311.47
4998,251550,SERRA BRANCA,RN,-2,-6,7,-2,-6,13409,-9,Masculino,54,superior cpt.,PMDB,Nordeste,61.56,89.98,63.4,56.59,71.35,22.8,346,492,638,0.62,0.47,0.43,397.9,463.96,550.29
4999,251560,SERRA DA RAIZ,AP,-2,-3,5,-3,-6,3190,-9,Feminino,48,superior cpt.,DEM,Nordeste,65.23,41.48,68.68,28.35,71.97,19.4,332,475,626,0.56,0.61,0.54,135.3,183.74,281.23
5000,316660,SERRA DA SAUDADE,BA,6,-9,7,-1,-6,825,-3,Feminino,55,superior cpt.,PDT,Sudeste,65.04,93.89,63.5,47.63,71.51,23,458,606,715,0.67,0.48,0.45,432.59,362.45,575.45
5001,241330,SERRA DE SAO BENTO,MG,-2,5,3,2,-31,5896,-23,Masculino,48,médio cpt.,PSD,Nordeste,65.88,28.51,70.58,26.93,76.11,13.7,291,427,592,0.52,0.6,0.44,326.42,653.04,931.29
5002,241335,SERRA DO MEL,MG,12,-5,5,-5,-19,11159,-12,Masculino,31,superior cpt.,PMDB,Nordeste,64.11,46.9,67.64,36.29,72.06,20.3,323,463,618,0.52,0.51,0.52,281.16,468.67,663.06
5003,160005,SERRA DO NAVIO,BA,6,-9,7,0,-12,4761,-8,Masculino,Ignorada,médio cpt.,PSB,Norte,61.64,63.78,65.21,41.57,71.48,23.1,448,597,709,0.62,0.61,0.49,212.33,308.06,406.49
5004,293015,SERRA DO RAMALHO,PB,-1,6,7,2,-6,33034,8,Masculino,41,superior cpt.,PPS,Nordeste,60.02,70.83,63.21,48.71,69.69,28.3,293,0.43,595,0.48,0.7,0.5,101.82,177.3,248.99
5005,316680,SERRA DO SALITRE,SP,-2,-7,1,0,-6,11142,-14,Masculino,62,superior cpt.,PMDB,Sudeste,65.23,21.09,73.89,16.4,77.36,11.4,0.44,589,704,0.59,0.56,0.43,149.76,203.36,325.51
5006,316670,SERRA DOS AIMORES,RN,-2,-5,5,0,-6,8720,-8,Masculino,49,médio cpt.,PR,Sudeste,64.31,58.94,70.1,32.02,72.22,20.5,425,575,696,0.47,0.51,0.5,90.47,148.66,241.36
5007,293030,SERRA DOURADA,MT,0,-9,7,1,-17,18467,-18,Masculino,56,médio cpt.,PT,Nordeste,72.51,35.11,68.37,30.06,74.12,16.8,0.31,448,608,0.58,0.61,0.56,486.43,613.61,929.19
